OGNTsort	BGBsort	Book	Chapter	Verse	【Heading】	Crossref
000001	1	40	1	1	【The Genealogy of Jesus】	『ruth｜4｜18｜Ruth 4:18-22』『luke｜3｜23｜Luke 3:23-38』
000276	344	40	1	18	【The Birth of Jesus】	『isaiah｜7｜10｜Isaiah 7:10-16』『micah｜5｜1｜Micah 5:1-6』『luke｜2｜1｜Luke 2:1-7』
000437	537	40	2	1	【The Pilgrimage of the Magi】	
000657	805	40	2	13	【The Flight to Egypt】	『hosea｜11｜1｜Hosea 11:1-7』
000735	895	40	2	16	【The Slaughter of Infants】	『jeremiah｜31｜1｜Jeremiah 31:1-30』
000801	973	40	2	19	【The Return to Nazareth】	『isaiah｜61｜1｜Isaiah 61:1-11』『matthew｜13｜53｜Matthew 13:53-58』『mark｜6｜1｜Mark 6:1-6』『luke｜2｜39｜Luke 2:39-40』『luke｜4｜16｜Luke 4:16-30』
000894	1086	40	3	1	【The Mission of John the Baptist】	『isaiah｜40｜1｜Isaiah 40:1-5』『mark｜1｜1｜Mark 1:1-8』『luke｜3｜1｜Luke 3:1-20』『john｜1｜19｜John 1:19-28』
001130	1370	40	3	13	【The Baptism of Jesus】	『mark｜1｜9｜Mark 1:9-11』『luke｜3｜21｜Luke 3:21-22』『john｜1｜29｜John 1:29-34』
001229	1489	40	4	1	【The Temptation of Jesus】	『mark｜1｜12｜Mark 1:12-13』『luke｜4｜1｜Luke 4:1-13』
001413	1718	40	4	12	【Jesus Begins His Ministry】	『isaiah｜9｜1｜Isaiah 9:1-7』『mark｜1｜14｜Mark 1:14-15』『luke｜4｜14｜Luke 4:14-15』
001494	1823	40	4	18	【The First Disciples】	『matthew｜13｜47｜Matthew 13:47-52』『mark｜1｜16｜Mark 1:16-20』『luke｜5｜1｜Luke 5:1-11』『john｜1｜35｜John 1:35-42』
001583	1932	40	4	23	【Jesus Heals the Multitudes】	『luke｜6｜17｜Luke 6:17-19』
001658	2019	40	5	1	【The Sermon on the Mount】	
001682	2051	40	5	3	<pm>¶</pm>【The Beatitudes】	『psalms｜1｜1｜Psalm 1:1-6』『luke｜6｜20｜Luke 6:20-23』
001789	2198	40	5	13	【Salt and Light】	『philippians｜2｜12｜Philippians 2:12-18』
001871	2296	40	5	17	【The Fulfillment of the Law】	
001972	2413	40	5	21	【Anger and Reconciliation】	『luke｜12｜57｜Luke 12:57-59』
002110	2576	40	5	27	【Adultery】	『leviticus｜18｜1｜Leviticus 18:1-30』
002200	2682	40	5	31	【Divorce】	『deuteronomy｜24｜1｜Deuteronomy 24:1-5』『luke｜16｜18｜Luke 16:18-18』
002234	2724	40	5	33	【Oaths and Vows】	『numbers｜30｜1｜Numbers 30:1-16』
002316	2826	40	5	38	【Love Your Enemies】	『leviticus｜24｜17｜Leviticus 24:17-23』『luke｜6｜27｜Luke 6:27-36』
002480	3046	40	6	1	【Giving to the Needy】	『deuteronomy｜15｜7｜Deuteronomy 15:7-11』
002573	3154	40	6	5	<pm>¶</pm>【The Lord's Prayer】	『luke｜11｜1｜Luke 11:1-4』
002761	3406	40	6	16	【Proper Fasting】	
002824	3481	40	6	19	<pm>¶</pm>【Treasures in Heaven】	『matthew｜13｜44｜Matthew 13:44-46』
002873	3542	40	6	22	【The Lamp of the Body】	『luke｜11｜33｜Luke 11:33-36』
002945	3626	40	6	25	【Do Not Worry】	『luke｜12｜22｜Luke 12:22-34』
003133	3854	40	7	1	【Do Not Judge】	『luke｜6｜37｜Luke 6:37-42』『romans｜14｜1｜Romans 14:1-12』
003240	3986	40	7	7	【Ask, Seek, Knock】	『luke｜11｜5｜Luke 11:5-13』
003337	4107	40	7	13	【The Narrow Gate】	『luke｜13｜22｜Luke 13:22-30』
003381	4159	40	7	15	【A Tree and its Fruit】	『matthew｜12｜33｜Matthew 12:33-37』『luke｜6｜43｜Luke 6:43-45』
003525	4338	40	7	24	【The House on the Rock】	『luke｜6｜46｜Luke 6:46-49』
003620	4449	40	7	28	<pm>¶</pm>【The Authority of Jesus】	
003649	4486	40	8	1	<pm>¶</pm>【The Leper's Prayer】	『leviticus｜14｜1｜Leviticus 14:1-32』『mark｜1｜40｜Mark 1:40-45』『luke｜5｜12｜Luke 5:12-16』
003711	4564	40	8	5	【The Faith of the Centurion】	『luke｜7｜1｜Luke 7:1-10』『john｜4｜43｜John 4:43-54』
003878	4768	40	8	14	【Jesus Heals at Peter's House】	『mark｜1｜29｜Mark 1:29-34』『luke｜4｜38｜Luke 4:38-41』
003944	4850	40	8	18	【The Cost of Discipleship】	『luke｜9｜57｜Luke 9:57-62』『luke｜14｜25｜Luke 14:25-33』『john｜6｜60｜John 6:60-65』
004026	4953	40	8	23	【Jesus Calms the Storm】	『mark｜4｜35｜Mark 4:35-41』『luke｜8｜22｜Luke 8:22-25』
004099	5046	40	8	28	【The Demons and the Pigs】	『mark｜5｜1｜Mark 5:1-20』『luke｜8｜26｜Luke 8:26-39』
004234	5209	40	9	1	【Jesus Heals a Paralytic】	『mark｜2｜1｜Mark 2:1-12』『luke｜5｜17｜Luke 5:17-26』
004360	5368	40	9	9	【The Calling of Matthew】	『mark｜2｜13｜Mark 2:13-17』『luke｜5｜27｜Luke 5:27-32』
004453	5481	40	9	14	<pm>¶</pm>【Questions about Fasting】	『mark｜2｜18｜Mark 2:18-20』『luke｜5｜33｜Luke 5:33-35』
004505	5541	40	9	16	<pm>¶</pm>【The Patches and the Wineskins】	『mark｜2｜21｜Mark 2:21-22』『luke｜5｜36｜Luke 5:36-39』
004558	5601	40	9	18	【The Healing Touch of Jesus】	『mark｜5｜21｜Mark 5:21-43』『luke｜8｜40｜Luke 8:40-56』
004696	5775	40	9	27	【Jesus Heals the Blind and Mute】	『isaiah｜35｜1｜Isaiah 35:1-10』『mark｜7｜31｜Mark 7:31-37』
004810	5921	40	9	35	【The Lord of the Harvest】	
004881	6008	40	10	1	【The Twelve Apostles】	『mark｜3｜13｜Mark 3:13-19』『luke｜6｜12｜Luke 6:12-16』
004955	6098	40	10	5	【The Ministry of the Twelve】	『mark｜6｜7｜Mark 6:7-13』『luke｜9｜1｜Luke 9:1-6』
005127	6314	40	10	16	【Sheep among Wolves】	『2_timothy｜1｜6｜2 Timothy 1:6-12』
005315	6542	40	10	26	【Fear God Alone】	『luke｜12｜4｜Luke 12:4-7』
005412	6663	40	10	32	【Confessing Christ】	『luke｜12｜8｜Luke 12:8-12』
005452	6711	40	10	34	【The Sword of the Gospel】	『luke｜12｜49｜Luke 12:49-53』
005494	6765	40	10	37	【Take up Your Cross】	『matthew｜16｜24｜Matthew 16:24-28』『mark｜8｜34｜Mark 8:34-38』『luke｜9｜23｜Luke 9:23-27』
005549	6832	40	10	40	【The Reward of Service】	『2_kings｜4｜8｜2 Kings 4:8-17』
005604	6899	40	11	1	【John's Inquiry】	『luke｜7｜18｜Luke 7:18-23』
005688	7007	40	11	7	【Jesus Testifies about John】	『luke｜1｜5｜Luke 1:5-25』『luke｜7｜24｜Luke 7:24-35』『luke｜16｜14｜Luke 16:14-17』
005890	7261	40	11	20	【Woe to the Unrepentant】	『luke｜10｜13｜Luke 10:13-16』
005983	7374	40	11	25	【Rest for the Weary】	『luke｜10｜21｜Luke 10:21-24』
006097	7512	40	12	1	【The Lord of the Sabbath】	『1_samuel｜21｜1｜1 Samuel 21:1-9』『mark｜2｜23｜Mark 2:23-28』『luke｜6｜1｜Luke 6:1-5』
006233	7680	40	12	9	【Jesus Heals on the Sabbath】	『mark｜3｜1｜Mark 3:1-6』『luke｜6｜6｜Luke 6:6-11』
006323	7794	40	12	15	<pm>¶</pm>【God's Chosen Servant】	『isaiah｜42｜1｜Isaiah 42:1-9』
006416	7915	40	12	22	【A House Divided】	『mark｜3｜20｜Mark 3:20-27』『luke｜11｜14｜Luke 11:14-23』
006581	8116	40	12	31	<pm>¶</pm>【The Unpardonable Sin】	『mark｜3｜28｜Mark 3:28-30』
006632	8175	40	12	33	【Good and Bad Fruit】	『matthew｜7｜15｜Matthew 7:15-23』『luke｜6｜43｜Luke 6:43-45』
006725	8288	40	12	38	【The Sign of Jonah】	『luke｜11｜29｜Luke 11:29-32』
006846	8429	40	12	43	【An Unclean Spirit Returns】	『luke｜11｜24｜Luke 11:24-26』
006913	8509	40	12	46	【Jesus' Mother and Brothers】	『mark｜3｜31｜Mark 3:31-35』『luke｜8｜19｜Luke 8:19-21』
007003	8620	40	13	1	【The Parable of the Sower】	『mark｜4｜1｜Mark 4:1-9』『luke｜8｜4｜Luke 8:4-15』
007134	8787	40	13	10	【The Purpose of Jesus' Parables】	『mark｜4｜10｜Mark 4:10-12』
007289	8975	40	13	18	【The Parable of the Sower Explained】	『mark｜4｜13｜Mark 4:13-20』
007417	9128	40	13	24	【The Parable of the Weeds】	『ezekiel｜17｜1｜Ezekiel 17:1-10』
007554	9294	40	13	31	【The Parable of the Mustard Seed】	『mark｜4｜30｜Mark 4:30-34』『luke｜13｜18｜Luke 13:18-19』
007604	9352	40	13	33	【The Parable of the Leaven】	『judges｜20｜18｜Judges 20:18-23』『2_samuel｜2｜12｜2 Samuel 2:12-32』『2_chronicles｜13｜4｜2 Chronicles 13:4-19』『luke｜13｜20｜Luke 13:20-21』
007627	9379	40	13	34	<pm>¶</pm>【I will Open My Mouth in Parables】	『psalms｜78｜1｜Psalm 78:1-72』
007661	9421	40	13	36	【The Parable of the Weeds Explained】	『zephaniah｜1｜1｜Zephaniah 1:1-6』
007813	9605	40	13	44	【The Parables of the Treasure and Pearl】	『matthew｜6｜19｜Matthew 6:19-21』
007869	9673	40	13	47	【The Parable of the Net】	『matthew｜4｜18｜Matthew 4:18-22』『mark｜1｜16｜Mark 1:16-20』『luke｜5｜1｜Luke 5:1-11』『john｜1｜35｜John 1:35-42』
007972	9800	40	13	53	【The Rejection at Nazareth】	『isaiah｜61｜1｜Isaiah 61:1-11』『matthew｜2｜19｜Matthew 2:19-23』『mark｜6｜1｜Mark 6:1-6』『luke｜2｜39｜Luke 2:39-40』『luke｜4｜16｜Luke 4:16-30』
008079	9931	40	14	1	【The Beheading of John】	『mark｜6｜14｜Mark 6:14-29』『luke｜9｜7｜Luke 9:7-9』
008251	10151	40	14	13	【The Feeding of the Five Thousand】	『mark｜6｜30｜Mark 6:30-44』『luke｜9｜10｜Luke 9:10-17』『john｜6｜1｜John 6:1-15』
008408	10345	40	14	22	【Jesus Walks on Water】	『mark｜6｜45｜Mark 6:45-52』『john｜6｜16｜John 6:16-25』
008596	10581	40	14	34	【Jesus Heals at Gennesaret】	『mark｜6｜53｜Mark 6:53-56』
008640	10637	40	15	1	【Tradition and Worship】	『mark｜7｜1｜Mark 7:1-13』
008768	10805	40	15	10	【What Defiles a Man】	『mark｜7｜14｜Mark 7:14-23』
008918	10999	40	15	21	【The Faith of the Canaanite Woman】	『mark｜7｜24｜Mark 7:24-30』
009057	11170	40	15	29	【The Feeding of the Four Thousand】	『mark｜8｜1｜Mark 8:1-10』
009249	11407	40	16	1	【The Demand for a Sign】	『mark｜8｜11｜Mark 8:11-13』『luke｜12｜54｜Luke 12:54-56』
009320	11494	40	16	5	【The Leaven to Beware】	『mark｜8｜14｜Mark 8:14-21』
009429	11635	40	16	13	【Peter's Confession of Christ】	『mark｜8｜27｜Mark 8:27-30』『luke｜9｜18｜Luke 9:18-20』『john｜6｜66｜John 6:66-71』
009586	11824	40	16	21	【Christ's Passion Foretold】	『mark｜8｜31｜Mark 8:31-33』『luke｜9｜21｜Luke 9:21-22』
009658	11909	40	16	24	【Take Up Your Cross】	『matthew｜10｜37｜Matthew 10:37-39』『mark｜8｜34｜Mark 8:34-38』『luke｜9｜23｜Luke 9:23-27』
009775	12046	40	17	1	【The Transfiguration】	『mark｜9｜1｜Mark 9:1-13』『luke｜9｜28｜Luke 9:28-36』『2_peter｜1｜16｜2 Peter 1:16-21』
010007	12330	40	17	14	【The Boy with a Demon】	『mark｜9｜14｜Mark 9:14-29』『luke｜9｜37｜Luke 9:37-42』『luke｜17｜5｜Luke 17:5-10』
010140	12507	40	17	22	【The Second Prediction of the Passion】	『mark｜9｜30｜Mark 9:30-32』『luke｜9｜43｜Luke 9:43-45』
010170	12545	40	17	24	【The Temple Tax】	
010271	12661	40	18	1	【The Greatest in the Kingdom】	『mark｜9｜33｜Mark 9:33-37』『luke｜9｜46｜Luke 9:46-50』
010378	12792	40	18	7	<pm>¶</pm>【Temptations and Trespasses】	『mark｜9｜42｜Mark 9:42-50』『luke｜17｜1｜Luke 17:1-4』
010469	12895	40	18	10	【The Parable of the Lost Sheep】	『luke｜15｜1｜Luke 15:1-7』
010561	13016	40	18	15	【A Brother who Sins】	『deuteronomy｜19｜15｜Deuteronomy 19:15-21』
010694	13173	40	18	21	【The Unforgiving Servant】	『romans｜12｜14｜Romans 12:14-21』
010939	13480	40	19	1	<pm>¶</pm>【Teachings about Divorce】	『mark｜10｜1｜Mark 10:1-12』
011155	13749	40	19	13	【Jesus Blesses the Children】	『mark｜10｜13｜Mark 10:13-16』『luke｜18｜15｜Luke 18:15-17』
011200	13806	40	19	16	【The Rich Young Man】	『mark｜10｜17｜Mark 10:17-31』『luke｜18｜18｜Luke 18:18-30』
011471	14140	40	20	1	【The Parable of the Workers】	
011713	14459	40	20	17	【The Third Prediction of the Passion】	『mark｜10｜32｜Mark 10:32-34』『luke｜18｜31｜Luke 18:31-34』
011766	14525	40	20	20	【A Mother's Request】	『mark｜10｜35｜Mark 10:35-45』
011934	14741	40	20	29	【The Blind Men by the Road】	『mark｜10｜46｜Mark 10:46-52』『luke｜18｜35｜Luke 18:35-43』
012013	14844	40	21	1	【The Triumphal Entry】	『zechariah｜9｜9｜Zechariah 9:9-13』『mark｜11｜1｜Mark 11:1-11』『luke｜19｜28｜Luke 19:28-40』『john｜12｜12｜John 12:12-19』
012203	15078	40	21	12	【Jesus Cleanses the Temple】	『mark｜11｜15｜Mark 11:15-19』『luke｜19｜45｜Luke 19:45-48』『john｜2｜12｜John 2:12-25』
012321	15220	40	21	18	【The Barren Fig Tree】	『mark｜11｜12｜Mark 11:12-14』『mark｜11｜20｜Mark 11:20-26』
012418	15338	40	21	23	【Jesus' Authority Challenged】	『mark｜11｜27｜Mark 11:27-33』『luke｜20｜1｜Luke 20:1-8』
012534	15474	40	21	28	【The Parable of the Two Sons】	
012640	15601	40	21	33	【The Parable of the Wicked Tenants】	『mark｜12｜1｜Mark 12:1-12』『luke｜20｜9｜Luke 20:9-18』
012878	15895	40	22	1	【The Parable of the Banquet】	『luke｜14｜15｜Luke 14:15-24』
013101	16174	40	22	15	【Paying Taxes to Caesar】	『mark｜12｜13｜Mark 12:13-17』『luke｜20｜19｜Luke 20:19-26』
013216	16321	40	22	23	【The Sadducees and the Resurrection】	『mark｜12｜18｜Mark 12:18-27』『luke｜20｜27｜Luke 20:27-40』
013379	16529	40	22	34	【The Greatest Commandment】	『deuteronomy｜6｜1｜Deuteronomy 6:1-19』『mark｜12｜28｜Mark 12:28-34』
013461	16639	40	22	41	【Whose Son is the Christ?】	『mark｜12｜35｜Mark 12:35-37』『luke｜20｜41｜Luke 20:41-44』
013539	16741	40	23	1	【Woes to Scribes and Pharisees】	『luke｜11｜37｜Luke 11:37-54』
014138	17508	40	23	37	【Lament over Jerusalem】	『luke｜13｜31｜Luke 13:31-35』
014194	17576	40	24	1	【Temple Destruction Foretold】	『mark｜13｜1｜Mark 13:1-9』『luke｜21｜5｜Luke 21:5-9』
014235	17625	40	24	3	【Signs of the End of the Age】	
014331	17745	40	24	9	【Witnessing to All Nations】	『mark｜13｜10｜Mark 13:10-13』『luke｜21｜10｜Luke 21:10-19』
014406	17844	40	24	15	【The Abomination of Desolation】	『mark｜13｜14｜Mark 13:14-23』『luke｜21｜20｜Luke 21:20-24』
014555	18037	40	24	26	<pm>¶</pm>【The Return of the Son of Man】	『mark｜13｜24｜Mark 13:24-27』『luke｜21｜25｜Luke 21:25-28』
014692	18199	40	24	32	<pm>¶</pm>【The Lesson of the Fig Tree】	『mark｜13｜28｜Mark 13:28-31』『luke｜21｜29｜Luke 21:29-33』
014756	18279	40	24	36	【Readiness at Any Hour】	『genesis｜6｜1｜Genesis 6:1-7』『mark｜13｜32｜Mark 13:32-37』『luke｜12｜35｜Luke 12:35-48』
015018	18605	40	25	1	【The Parable of the Ten Virgins】	
015189	18835	40	25	14	<pm>¶</pm>【The Parable of the Talents】	『luke｜19｜11｜Luke 19:11-27』
015491	19205	40	25	31	【The Sheep and the Goats】	
015771	19550	40	26	1	【The Plot to Kill Jesus】	『mark｜14｜1｜Mark 14:1-2』『luke｜22｜1｜Luke 22:1-6』『john｜11｜45｜John 11:45-57』
015841	19640	40	26	6	【Jesus Anointed at Bethany】	『mark｜14｜3｜Mark 14:3-9』『john｜12｜1｜John 12:1-8』
015950	19781	40	26	14	【Judas Agrees to Betray Jesus】	『zechariah｜11｜10｜Zechariah 11:10-17』『matthew｜27｜3｜Matthew 27:3-10』『mark｜14｜10｜Mark 14:10-11』
015985	19828	40	26	17	<pm>¶</pm>【Preparing the Passover】	『psalms｜41｜1｜Psalm 41:1-13』『mark｜14｜12｜Mark 14:12-21』『luke｜22｜7｜Luke 22:7-13』『john｜13｜18｜John 13:18-30』
016140	20020	40	26	26	【The Last Supper】	『mark｜14｜22｜Mark 14:22-26』『luke｜22｜14｜Luke 22:14-23』『1_corinthians｜11｜17｜1 Corinthians 11:17-34』
016227	20127	40	26	31	【Jesus Predicts Peter's Denial】	『mark｜14｜27｜Mark 14:27-31』『luke｜22｜31｜Luke 22:31-38』『john｜13｜36｜John 13:36-38』
016314	20234	40	26	36	【Jesus Prays at Gethsemane】	『mark｜14｜32｜Mark 14:32-42』『luke｜22｜39｜Luke 22:39-46』
016509	20473	40	26	47	【The Betrayal of Jesus】	『mark｜14｜43｜Mark 14:43-52』『luke｜22｜47｜Luke 22:47-53』『john｜18｜1｜John 18:1-14』
016698	20702	40	26	57	【Jesus Faces the Sanhedrin】	『isaiah｜53｜1｜Isaiah 53:1-8』『mark｜14｜53｜Mark 14:53-65』『john｜18｜19｜John 18:19-24』『1_peter｜2｜21｜1 Peter 2:21-25』
016894	20946	40	26	69	【Peter Denies Jesus】	『mark｜14｜66｜Mark 14:66-72』『luke｜22｜54｜Luke 22:54-62』『john｜18｜15｜John 18:15-18』
017010	21090	40	27	1	【Jesus Delivered to Pilate】	『mark｜15｜1｜Mark 15:1-5』
017038	21126	40	27	3	【Judas Hangs Himself】	『zechariah｜11｜10｜Zechariah 11:10-17』『matthew｜26｜14｜Matthew 26:14-16』『mark｜14｜10｜Mark 14:10-11』
017156	21276	40	27	11	【Jesus Before Pilate】	『luke｜23｜1｜Luke 23:1-6』『john｜18｜28｜John 18:28-40』
017216	21352	40	27	15	【The Crowd Chooses Barabbas】	『mark｜15｜6｜Mark 15:6-11』『luke｜23｜13｜Luke 23:13-25』
017352	21524	40	27	24	【Pilate Washes his Hands】	『mark｜15｜12｜Mark 15:12-15』
017408	21592	40	27	27	【The Soldiers Mock Jesus】	『isaiah｜50｜4｜Isaiah 50:4-11』『mark｜15｜16｜Mark 15:16-20』『luke｜22｜63｜Luke 22:63-65』『john｜19｜1｜John 19:1-15』
017492	21696	40	27	32	<pm>¶</pm>【The Crucifixion】	『psalms｜22｜1｜Psalm 22:1-36』『psalms｜69｜1｜Psalm 69:1-36』『mark｜15｜21｜Mark 15:21-32』『luke｜23｜26｜Luke 23:26-43』『john｜19｜16｜John 19:16-27』
017661	21936	40	27	45	【The Death of Jesus】	『psalms｜22｜1｜Psalm 22:1-31』『mark｜15｜33｜Mark 15:33-41』『luke｜23｜44｜Luke 23:44-49』『john｜19｜28｜John 19:28-30』
017857	22194	40	27	57	【The Burial of Jesus】	『isaiah｜53｜9｜Isaiah 53:9-12』『mark｜15｜42｜Mark 15:42-47』『luke｜23｜50｜Luke 23:50-56』『john｜19｜38｜John 19:38-42』
017934	22291	40	27	62	【The Guards at the Tomb】	
018018	22396	40	28	1	<pm>¶</pm>【The Resurrection】	『psalms｜16｜1｜Psalm 16:1-11』『psalms｜49｜1｜Psalm 49:1-20』『mark｜16｜1｜Mark 16:1-8』『luke｜24｜1｜Luke 24:1-12』『john｜20｜1｜John 20:1-9』
018191	22616	40	28	11	【The Report of the Guards】	
018266	22711	40	28	16	【The Great Commission】	『mark｜16｜14｜Mark 16:14-18』
018347	22812	41	1	1	【The Mission of John the Baptist】	『isaiah｜40｜1｜Isaiah 40:1-5』『matthew｜3｜1｜Matthew 3:1-12』『luke｜3｜1｜Luke 3:1-20』『john｜1｜19｜John 1:19-28』
018477	22974	41	1	9	【The Baptism of Jesus】	『matthew｜3｜13｜Matthew 3:13-17』『luke｜3｜21｜Luke 3:21-22』『john｜1｜29｜John 1:29-34』
018530	23039	41	1	12	【The Temptation of Jesus】	『matthew｜4｜1｜Matthew 4:1-11』『luke｜4｜1｜Luke 4:1-13』
018560	23078	41	1	14	【Jesus Preaches in Galilee】	『isaiah｜9｜1｜Isaiah 9:1-7』『matthew｜4｜12｜Matthew 4:12-17』『luke｜4｜14｜Luke 4:14-15』
018595	23120	41	1	16	【The First Disciples】	『matthew｜4｜18｜Matthew 4:18-22』『matthew｜13｜47｜Matthew 13:47-52』『luke｜5｜1｜Luke 5:1-11』『john｜1｜35｜John 1:35-42』
018677	23222	41	1	21	【Jesus Expels an Unclean Spirit】	『luke｜4｜31｜Luke 4:31-37』
018801	23378	41	1	29	【Jesus Heals at Peter's House】	『matthew｜8｜14｜Matthew 8:14-17』『luke｜4｜38｜Luke 4:38-41』
018891	23494	41	1	35	【Jesus Prays and Preaches】	『luke｜4｜42｜Luke 4:42-44』
018954	23577	41	1	40	<pm>¶</pm>【The Leper's Prayer】	『leviticus｜14｜1｜Leviticus 14:1-32』『matthew｜8｜1｜Matthew 8:1-4』『luke｜5｜12｜Luke 5:12-16』
019053	23700	41	2	1	<pm>¶</pm>【Jesus Heals a Paralytic】	『matthew｜9｜1｜Matthew 9:1-8』『luke｜5｜17｜Luke 5:17-26』
019249	23944	41	2	13	【The Calling of Levi】	『matthew｜9｜9｜Matthew 9:9-13』『luke｜5｜27｜Luke 5:27-32』
019358	24073	41	2	18	【Questions about Fasting】	『matthew｜9｜14｜Matthew 9:14-15』『luke｜5｜33｜Luke 5:33-35』
019434	24161	41	2	21	<pm>¶</pm>【The Patches and the Wineskins】	『matthew｜9｜16｜Matthew 9:16-17』『luke｜5｜36｜Luke 5:36-39』
019487	24222	41	2	23	<pm>¶</pm>【The Lord of the Sabbath】	『1_samuel｜21｜1｜1 Samuel 21:1-9』『matthew｜12｜1｜Matthew 12:1-8』『luke｜6｜1｜Luke 6:1-5』
019595	24354	41	3	1	【Jesus Heals on the Sabbath】	『matthew｜12｜9｜Matthew 12:9-14』『luke｜6｜6｜Luke 6:6-11』
019690	24473	41	3	7	【Multitudes Follow Jesus】	
019793	24600	41	3	13	【The Twelve Apostles】	『matthew｜10｜1｜Matthew 10:1-4』『luke｜6｜12｜Luke 6:12-16』
019887	24722	41	3	20	【A House Divided】	『matthew｜12｜22｜Matthew 12:22-30』『luke｜11｜14｜Luke 11:14-23』
020013	24880	41	3	28	【The Unpardonable Sin】	『matthew｜12｜31｜Matthew 12:31-32』
020056	24935	41	3	31	【Jesus' Mother and Brothers】	『matthew｜12｜46｜Matthew 12:46-50』『luke｜8｜19｜Luke 8:19-21』
020141	25040	41	4	1	【The Parable of the Sower】	『matthew｜13｜1｜Matthew 13:1-9』『luke｜8｜4｜Luke 8:4-15』
020292	25228	41	4	10	<pm>¶</pm>【The Purpose of Jesus' Parables】	『matthew｜13｜10｜Matthew 13:10-17』
020344	25293	41	4	13	<pm>¶</pm>【The Parable of the Sower Explained】	『matthew｜13｜18｜Matthew 13:18-23』
020489	25471	41	4	21	【The Lesson of the Lamp】	『luke｜8｜16｜Luke 8:16-18』
020563	25567	41	4	26	【The Seed Growing Secretly】	
020623	25643	41	4	30	【The Parable of the Mustard Seed】	『matthew｜13｜31｜Matthew 13:31-32』『luke｜13｜18｜Luke 13:18-19』
020705	25745	41	4	35	【Jesus Calms the Storm】	『matthew｜8｜23｜Matthew 8:23-27』『luke｜8｜22｜Luke 8:22-25』
020823	25891	41	5	1	【The Demons and the Pigs】	『matthew｜8｜28｜Matthew 8:28-34』『luke｜8｜26｜Luke 8:26-39』
021148	26296	41	5	21	【The Healing Touch of Jesus】	『matthew｜9｜18｜Matthew 9:18-26』『luke｜8｜40｜Luke 8:40-56』
021521	26762	41	6	1	【The Rejection at Nazareth】	『isaiah｜61｜1｜Isaiah 61:1-11』『matthew｜2｜19｜Matthew 2:19-23』『matthew｜13｜53｜Matthew 13:53-58』『luke｜2｜39｜Luke 2:39-40』『luke｜4｜16｜Luke 4:16-30』
021652	26918	41	6	7	<pm>¶</pm>【The Ministry of the Twelve】	『matthew｜10｜5｜Matthew 10:5-15』『luke｜9｜1｜Luke 9:1-6』
021752	27061	41	6	14	【The Beheading of John】	『matthew｜14｜1｜Matthew 14:1-12』『luke｜9｜7｜Luke 9:7-9』
022054	27428	41	6	30	【The Feeding of the Five Thousand】	『matthew｜14｜13｜Matthew 14:13-21』『luke｜9｜10｜Luke 9:10-17』『john｜6｜1｜John 6:1-15』
022291	27725	41	6	45	【Jesus Walks on Water】	『matthew｜14｜22｜Matthew 14:22-33』『john｜6｜16｜John 6:16-25』
022430	27896	41	6	53	【Jesus Heals at Gennesaret】	『matthew｜14｜34｜Matthew 14:34-36』
022502	27984	41	7	1	【Tradition and Worship】	『matthew｜15｜1｜Matthew 15:1-9』
022724	28268	41	7	14	【What Defiles a Man】	『matthew｜15｜10｜Matthew 15:10-20』
022863	28453	41	7	24	【The Faith of the Gentile Woman】	『matthew｜15｜21｜Matthew 15:21-28』
022992	28613	41	7	31	【The Deaf and Mute Man】	『isaiah｜35｜1｜Isaiah 35:1-10』『matthew｜9｜32｜Matthew 9:32-34』
023107	28756	41	8	1	【The Feeding of the Four Thousand】	『matthew｜15｜29｜Matthew 15:29-39』
023253	28942	41	8	11	【The Demand for a Sign】	『matthew｜16｜1｜Matthew 16:1-4』『luke｜12｜54｜Luke 12:54-56』
023300	29001	41	8	14	【The Leaven to Beware】	『matthew｜16｜5｜Matthew 16:5-12』
023406	29140	41	8	22	【The Blind Man at Bethsaida】	
023486	29246	41	8	27	【Peter's Confession of Christ】	『matthew｜16｜13｜Matthew 16:13-20』『luke｜9｜18｜Luke 9:18-20』『john｜6｜66｜John 6:66-71』
023561	29337	41	8	31	【Christ's Passion Foretold】	『matthew｜16｜21｜Matthew 16:21-23』『luke｜9｜21｜Luke 9:21-22』
023630	29418	41	8	34	【Take up Your Cross】	『matthew｜10｜37｜Matthew 10:37-39』『matthew｜16｜24｜Matthew 16:24-28』『luke｜9｜23｜Luke 9:23-27』
023738	29546	41	9	1	【The Transfiguration】	『matthew｜17｜1｜Matthew 17:1-13』『luke｜9｜28｜Luke 9:28-36』『2_peter｜1｜16｜2 Peter 1:16-21』
023974	29834	41	9	14	【The Boy with an Evil Spirit】	『matthew｜17｜14｜Matthew 17:14-21』『luke｜9｜37｜Luke 9:37-42』
024244	30168	41	9	30	<pm>¶</pm>【The Second Prediction of the Passion】	『matthew｜17｜22｜Matthew 17:22-23』『luke｜9｜43｜Luke 9:43-45』
024291	30227	41	9	33	【The Greatest in the Kingdom】	『matthew｜18｜1｜Matthew 18:1-6』『luke｜9｜46｜Luke 9:46-50』
024376	30332	41	9	38	【Miracles in Jesus' Name】	
024449	30425	41	9	42	【Temptations and Trespasses】	『matthew｜18｜7｜Matthew 18:7-9』『luke｜17｜1｜Luke 17:1-4』
