OGNTsort	BGBsort	Book	Chapter	Verse	【Heading】	Crossref
024598	30642	41	10	1	【Teachings about Divorce】	『matthew｜19｜1｜Matthew 19:1-12』
024751	30843	41	10	13	【Jesus Blesses the Children】	『matthew｜19｜13｜Matthew 19:13-15』『luke｜18｜15｜Luke 18:15-17』
024815	30923	41	10	17	【The Rich Young Man】	『matthew｜19｜16｜Matthew 19:16-30』『luke｜18｜18｜Luke 18:18-30』
025096	31268	41	10	32	【The Third Prediction of the Passion】	『matthew｜20｜17｜Matthew 20:17-19』『luke｜18｜31｜Luke 18:31-34』
025169	31353	41	10	35	【The Request of James and John】	『matthew｜20｜20｜Matthew 20:20-28』
025359	31588	41	10	46	【Jesus Heals Bartimaeus】	『matthew｜20｜29｜Matthew 20:29-34』『luke｜18｜35｜Luke 18:35-43』
025482	31739	41	11	1	【The Triumphal Entry】	『zechariah｜9｜9｜Zechariah 9:9-13』『matthew｜21｜1｜Matthew 21:1-11』『luke｜19｜28｜Luke 19:28-40』『john｜12｜12｜John 12:12-19』
025667	31969	41	11	12	【Jesus Curses the Fig Tree】	『matthew｜21｜18｜Matthew 21:18-22』『mark｜11｜20｜Mark 11:20-26』
025722	32036	41	11	15	<pm>¶</pm>【Jesus Cleanses the Temple】	『matthew｜21｜12｜Matthew 21:12-17』『luke｜19｜45｜Luke 19:45-48』『john｜2｜12｜John 2:12-25』
025819	32153	41	11	20	【The Withered Fig Tree】	『matthew｜21｜18｜Matthew 21:18-22』『mark｜11｜12｜Mark 11:12-14』
025920	32299	41	11	27	【Jesus' Authority Challenged】	『matthew｜21｜23｜Matthew 21:23-27』『luke｜20｜1｜Luke 20:1-8』
026045	32454	41	12	1	【The Parable of the Wicked Tenants】	『matthew｜21｜33｜Matthew 21:33-46』『luke｜20｜9｜Luke 20:9-18』
026227	32684	41	12	13	【Paying Taxes to Caesar】	『matthew｜22｜15｜Matthew 22:15-22』『luke｜20｜19｜Luke 20:19-26』
026333	32810	41	12	18	【The Sadducees and the Resurrection】	『matthew｜22｜23｜Matthew 22:23-33』『luke｜20｜27｜Luke 20:27-40』
026504	33021	41	12	28	【The Greatest Commandment】	『deuteronomy｜6｜1｜Deuteronomy 6:1-19』『matthew｜22｜34｜Matthew 22:34-40』
026657	33202	41	12	35	【Whose Son is the Christ?】	『matthew｜22｜41｜Matthew 22:41-46』『luke｜20｜41｜Luke 20:41-44』
026720	33277	41	12	38	【Warning against the Scribes】	『luke｜20｜45｜Luke 20:45-47』
026764	33333	41	12	41	【The Widow's Offering】	『luke｜21｜1｜Luke 21:1-4』
026839	33424	41	13	1	【Temple Destruction Foretold】	『matthew｜24｜1｜Matthew 24:1-4』『luke｜21｜5｜Luke 21:5-9』
026972	33589	41	13	9	【Witnessing to All Nations】	『matthew｜24｜9｜Matthew 24:9-14』『luke｜21｜10｜Luke 21:10-19』
027069	33706	41	13	14	【The Abomination of Desolation】	『matthew｜24｜15｜Matthew 24:15-25』『luke｜21｜20｜Luke 21:20-24』
027222	33905	41	13	24	【The Return of the Son of Man】	『matthew｜24｜26｜Matthew 24:26-31』『luke｜21｜25｜Luke 21:25-28』
027293	33992	41	13	28	【The Lesson of the Fig Tree】	『matthew｜24｜32｜Matthew 24:32-35』『luke｜21｜29｜Luke 21:29-33』
027358	34073	41	13	32	【Readiness at Any Hour】	『genesis｜6｜1｜Genesis 6:1-7』『matthew｜24｜36｜Matthew 24:36-51』『luke｜12｜35｜Luke 12:35-48』
027445	34184	41	14	1	【The Plot to Kill Jesus】	『matthew｜26｜1｜Matthew 26:1-5』『luke｜22｜1｜Luke 22:1-6』『john｜11｜45｜John 11:45-57』
027479	34227	41	14	3	【Jesus Anointed at Bethany】	『matthew｜26｜6｜Matthew 26:6-13』『john｜12｜1｜John 12:1-8』
027603	34380	41	14	10	【Judas Agrees to Betray Jesus】	『zechariah｜11｜10｜Zechariah 11:10-17』『matthew｜26｜14｜Matthew 26:14-16』『matthew｜27｜3｜Matthew 27:3-10』
027633	34418	41	14	12	【Preparing the Passover】	『psalms｜41｜1｜Psalm 41:1-13』『matthew｜26｜17｜Matthew 26:17-25』『luke｜22｜7｜Luke 22:7-13』『john｜13｜18｜John 13:18-30』
027815	34641	41	14	22	【The Last Supper】	『matthew｜26｜26｜Matthew 26:26-30』『luke｜22｜14｜Luke 22:14-23』『1_corinthians｜11｜17｜1 Corinthians 11:17-34』
027892	34738	41	14	27	<pm>¶</pm>【Jesus Predicts Peter's Denial】	『matthew｜26｜31｜Matthew 26:31-35』『luke｜22｜31｜Luke 22:31-38』『john｜13｜36｜John 13:36-38』
027971	34843	41	14	32	【Jesus Prays at Gethsemane】	『matthew｜26｜36｜Matthew 26:36-46』『luke｜22｜39｜Luke 22:39-46』
028152	35068	41	14	43	【The Betrayal of Jesus】	『matthew｜26｜47｜Matthew 26:47-56』『luke｜22｜47｜Luke 22:47-53』『john｜18｜1｜John 18:1-14』
028292	35249	41	14	53	<pm>¶</pm>【Jesus Faces the Sanhedrin】	『isaiah｜53｜1｜Isaiah 53:1-8』『matthew｜26｜57｜Matthew 26:57-68』『john｜18｜19｜John 18:19-24』『1_peter｜2｜21｜1 Peter 2:21-25』
028514	35523	41	14	66	【Peter Denies Jesus】	『matthew｜26｜69｜Matthew 26:69-75』『luke｜22｜54｜Luke 22:54-62』『john｜18｜15｜John 18:15-18』
028642	35684	41	15	1	【Jesus Delivered to Pilate】	『matthew｜27｜1｜Matthew 27:1-2』
028713	35775	41	15	6	【The Crowd Chooses Barabbas】	『matthew｜27｜15｜Matthew 27:15-23』『luke｜23｜13｜Luke 23:13-25』
028780	35866	41	15	12	<pm>¶</pm>【Pilate Delivers up Jesus】	『matthew｜27｜24｜Matthew 27:24-26』
028838	35940	41	15	16	【The Soldiers Mock Jesus】	『isaiah｜50｜4｜Isaiah 50:4-11』『matthew｜27｜27｜Matthew 27:27-31』『luke｜22｜63｜Luke 22:63-65』『john｜19｜1｜John 19:1-15』
028907	36030	41	15	21	<pm>¶</pm>【The Crucifixion】	『psalms｜22｜1｜Psalm 22:1-36』『psalms｜69｜1｜Psalm 69:1-36』『matthew｜27｜32｜Matthew 27:32-44』『luke｜23｜26｜Luke 23:26-43』『john｜19｜16｜John 19:16-27』
029060	36241	41	15	33	【The Death of Jesus】	『psalms｜22｜1｜Psalm 22:1-31』『matthew｜27｜45｜Matthew 27:45-56』『luke｜23｜44｜Luke 23:44-49』『john｜19｜28｜John 19:28-30』
029209	36426	41	15	42	【The Burial of Jesus】	『isaiah｜53｜9｜Isaiah 53:9-12』『matthew｜27｜57｜Matthew 27:57-61』『luke｜23｜50｜Luke 23:50-56』『john｜19｜38｜John 19:38-42』
029310	36551	41	16	1	【The Resurrection】	『psalms｜16｜1｜Psalm 16:1-11』『psalms｜49｜1｜Psalm 49:1-20』『matthew｜28｜1｜Matthew 28:1-10』『luke｜24｜1｜Luke 24:1-12』『john｜20｜1｜John 20:1-9』
029446	36720	41	16	9	<pm>¶</pm>【Jesus Appears to Mary Magdalene】	『john｜20｜10｜John 20:10-18』
029480	36766	41	16	12	【Jesus Appears to Two Disciples】	『luke｜24｜13｜Luke 24:13-24』
029502	36796	41	16	14	【The Great Commission】	『matthew｜28｜16｜Matthew 28:16-20』
029582	36898	41	16	19	【The Ascension】	『luke｜24｜50｜Luke 24:50-53』『acts｜1｜6｜Acts 1:6-11』
029651	36975	42	1	1	【Dedication to Theophilus】	『acts｜1｜1｜Acts 1:1-3』
029693	37033	42	1	5	【Gabriel Foretells John's Birth】	『matthew｜11｜7｜Matthew 11:7-19』『luke｜7｜24｜Luke 7:24-35』『luke｜16｜14｜Luke 16:14-17』
030070	37494	42	1	26	<pm>¶</pm>【Gabriel Foretells Jesus' Birth】	
030279	37759	42	1	39	【Mary Visits Elizabeth】	
030392	37900	42	1	46	【Mary's Song】	『1_samuel｜2｜1｜1 Samuel 2:1-11』
030511	38063	42	1	57	【The Birth of John the Baptist】	
030670	38262	42	1	67	【Zechariah's Song】	
030837	38485	42	2	1	【The Birth of Jesus】	『isaiah｜7｜10｜Isaiah 7:10-16』『micah｜5｜1｜Micah 5:1-6』『matthew｜1｜18｜Matthew 1:18-25』
030941	38617	42	2	8	【The Shepherds and the Angels】	
031148	38876	42	2	21	【Jesus Presented at the Temple】	
031224	38968	42	2	25	【The Prophecy of Simeon】	
031400	39188	42	2	36	<pm>¶</pm>【The Prophecy of Anna】	
031459	39259	42	2	39	【The Return to Nazareth】	『isaiah｜61｜1｜Isaiah 61:1-11』『matthew｜2｜19｜Matthew 2:19-23』『matthew｜13｜53｜Matthew 13:53-58』『mark｜6｜1｜Mark 6:1-6』『luke｜4｜16｜Luke 4:16-30』
031490	39298	42	2	41	【The Boy Jesus at the Temple】	
031686	39543	42	3	1	【The Mission of John the Baptist】	『isaiah｜40｜1｜Isaiah 40:1-5』『matthew｜3｜1｜Matthew 3:1-12』『mark｜1｜1｜Mark 1:1-8』『john｜1｜19｜John 1:19-28』
032066	40004	42	3	21	【The Baptism of Jesus】	『matthew｜3｜13｜Matthew 3:13-17』『mark｜1｜9｜Mark 1:9-11』『john｜1｜29｜John 1:29-34』
032109	40055	42	3	23	【The Genealogy of Jesus】	『ruth｜4｜18｜Ruth 4:18-22』『matthew｜1｜1｜Matthew 1:1-17』
032274	40284	42	4	1	【The Temptation of Jesus】	『matthew｜4｜1｜Matthew 4:1-11』『mark｜1｜12｜Mark 1:12-13』
032477	40550	42	4	14	【Jesus Begins His Ministry】	『isaiah｜9｜1｜Isaiah 9:1-7』『matthew｜4｜12｜Matthew 4:12-17』『mark｜1｜14｜Mark 1:14-15』
032508	40589	42	4	16	【The Rejection at Nazareth】	『isaiah｜61｜1｜Isaiah 61:1-11』『matthew｜2｜19｜Matthew 2:19-23』『matthew｜13｜53｜Matthew 13:53-58』『mark｜6｜1｜Mark 6:1-6』『luke｜2｜39｜Luke 2:39-40』
032779	40925	42	4	31	【Jesus Expels an Unclean Spirit】	『mark｜1｜21｜Mark 1:21-28』
032898	41072	42	4	38	【Jesus Heals at Peter's House】	『matthew｜8｜14｜Matthew 8:14-17』『mark｜1｜29｜Mark 1:29-34』
032988	41178	42	4	42	【Jesus Preaches in Judea】	『mark｜1｜35｜Mark 1:35-39』
033042	41244	42	5	1	【The First Disciples】	『matthew｜4｜18｜Matthew 4:18-22』『matthew｜13｜47｜Matthew 13:47-52』『mark｜1｜16｜Mark 1:16-20』『john｜1｜35｜John 1:35-42』
033249	41495	42	5	12	【The Leper's Prayer】	『leviticus｜14｜1｜Leviticus 14:1-32』『matthew｜8｜1｜Matthew 8:1-4』『mark｜1｜40｜Mark 1:40-45』
033347	41613	42	5	17	【Jesus Heals a Paralytic】	『matthew｜9｜1｜Matthew 9:1-8』『mark｜2｜1｜Mark 2:1-12』
033560	41866	42	5	27	【The Calling of Levi】	『matthew｜9｜9｜Matthew 9:9-13』『mark｜2｜13｜Mark 2:13-17』
033654	41984	42	5	33	【Questions about Fasting】	『matthew｜9｜14｜Matthew 9:14-15』『mark｜2｜18｜Mark 2:18-20』
033715	42057	42	5	36	【The Patches and the Wineskins】	『matthew｜9｜16｜Matthew 9:16-17』『mark｜2｜21｜Mark 2:21-22』
033796	42152	42	6	1	【The Lord of the Sabbath】	『1_samuel｜21｜1｜1 Samuel 21:1-9』『matthew｜12｜1｜Matthew 12:1-8』『mark｜2｜23｜Mark 2:23-28』
033888	42264	42	6	6	<pm>¶</pm>【Jesus Heals on the Sabbath】	『matthew｜12｜9｜Matthew 12:9-14』『mark｜3｜1｜Mark 3:1-6』
034003	42403	42	6	12	【The Twelve Apostles】	『matthew｜10｜1｜Matthew 10:1-4』『mark｜3｜13｜Mark 3:13-19』
034079	42499	42	6	17	【Jesus Ministers to a Great Crowd】	『matthew｜4｜23｜Matthew 4:23-25』
034141	42573	42	6	20	【The Beatitudes】	『psalms｜1｜1｜Psalm 1:1-6』『matthew｜5｜3｜Matthew 5:3-12』
034225	42673	42	6	24	<pm>¶</pm>【Woes】	『amos｜6｜1｜Amos 6:1-7』
034268	42728	42	6	27	【Love Your Enemies】	『leviticus｜24｜17｜Leviticus 24:17-23』『matthew｜5｜38｜Matthew 5:38-48』
034429	42929	42	6	37	<pm>¶</pm>【Do Not Judge】	『matthew｜7｜1｜Matthew 7:1-6』『romans｜14｜1｜Romans 14:1-12』
034564	43088	42	6	43	【A Tree and its Fruit】	『matthew｜7｜15｜Matthew 7:15-23』『matthew｜12｜33｜Matthew 12:33-37』
034627	43164	42	6	46	【The House on the Rock】	『matthew｜7｜24｜Matthew 7:24-27』
034721	43274	42	7	1	【The Faith of the Centurion】	『matthew｜8｜5｜Matthew 8:5-13』『john｜4｜43｜John 4:43-54』
034907	43500	42	7	11	【Jesus Raises a Widow's Son】	
035033	43654	42	7	18	【John's Inquiry】	『matthew｜11｜1｜Matthew 11:1-6』
035136	43781	42	7	24	【Jesus Testifies about John】	『matthew｜11｜7｜Matthew 11:7-19』『luke｜1｜5｜Luke 1:5-25』『luke｜16｜14｜Luke 16:14-17』
035338	44031	42	7	36	【A Sinful Woman Anoints Jesus】	
035611	44365	42	8	1	【Women Minister to Jesus】	
035673	44439	42	8	4	【The Parable of the Sower】	『matthew｜13｜1｜Matthew 13:1-9』『mark｜4｜1｜Mark 4:1-9』
035908	44722	42	8	16	【The Lesson of the Lamp】	『mark｜4｜21｜Mark 4:21-25』
035969	44795	42	8	19	【Jesus' Mother and Brothers】	『matthew｜12｜46｜Matthew 12:46-50』『mark｜3｜31｜Mark 3:31-35』
036023	44861	42	8	22	【Jesus Calms the Storm】	『matthew｜8｜23｜Matthew 8:23-27』『mark｜4｜35｜Mark 4:35-41』
036117	44971	42	8	26	【The Demons and the Pigs】	『matthew｜8｜28｜Matthew 8:28-34』『mark｜5｜1｜Mark 5:1-20』
036410	45320	42	8	40	【The Healing Touch of Jesus】	『matthew｜9｜18｜Matthew 9:18-26』『mark｜5｜21｜Mark 5:21-43』
036697	45681	42	9	1	【The Ministry of the Twelve】	『matthew｜10｜5｜Matthew 10:5-15』『mark｜6｜7｜Mark 6:7-13』
036790	45798	42	9	7	【Herod Desires to See Jesus】	『matthew｜14｜1｜Matthew 14:1-12』『mark｜6｜14｜Mark 6:14-29』
036842	45863	42	9	10	【The Feeding of the Five Thousand】	『matthew｜14｜13｜Matthew 14:13-21』『mark｜6｜30｜Mark 6:30-44』『john｜6｜1｜John 6:1-15』
037006	46059	42	9	18	【Peter's Confession of Christ】	『matthew｜16｜13｜Matthew 16:13-20』『mark｜8｜27｜Mark 8:27-30』『john｜6｜66｜John 6:66-71』
037064	46129	42	9	21	<pm>¶</pm>【Christ's Passion Foretold】	『matthew｜16｜21｜Matthew 16:21-23』『mark｜8｜31｜Mark 8:31-33』
037097	46170	42	9	23	【Take Up Your Cross】	『matthew｜10｜37｜Matthew 10:37-39』『matthew｜16｜24｜Matthew 16:24-28』『mark｜8｜34｜Mark 8:34-38』
037203	46296	42	9	28	【The Transfiguration】	『matthew｜17｜1｜Matthew 17:1-13』『mark｜9｜1｜Mark 9:1-13』『2_peter｜1｜16｜2 Peter 1:16-21』
037381	46510	42	9	37	【The Boy with an Evil Spirit】	『matthew｜17｜14｜Matthew 17:14-21』『mark｜9｜14｜Mark 9:14-29』『luke｜17｜5｜Luke 17:5-10』
037497	46650	42	9	43	<pm>¶</pm>【The Second Prediction of the Passion】	『luke｜18｜31｜Luke 18:31-34』『mark｜9｜30｜Mark 9:30-32』
037559	46724	42	9	46	【The Greatest in the Kingdom】	『matthew｜18｜1｜Matthew 18:1-6』『mark｜9｜33｜Mark 9:33-37』
037657	46843	42	9	51	【The Samaritans Reject Jesus】	
037731	46961	42	9	57	【The Cost of Discipleship】	『matthew｜8｜18｜Matthew 8:18-22』『luke｜14｜25｜Luke 14:25-33』『john｜6｜60｜John 6:60-65』
037848	47102	42	10	1	【Jesus Sends Out the Disciples】	
038061	47363	42	10	13	【Woe to the Unrepentant】	『matthew｜11｜20｜Matthew 11:20-24』
038129	47447	42	10	17	【The Joyful Return】	
038203	47537	42	10	21	【Jesus' Prayer of Thanksgiving】	『matthew｜11｜25｜Matthew 11:25-30』
038316	47666	42	10	25	【The Parable of the Good Samaritan】	
038545	47948	42	10	38	【Martha and Mary】	
038635	48063	42	11	1	【The Lord's Prayer】	『matthew｜6｜5｜Matthew 6:5-15』
038709	48175	42	11	5	<pm>¶</pm>【Ask, Seek, Knock】	『matthew｜7｜7｜Matthew 7:7-12』
038870	48372	42	11	14	【A House Divided】	『matthew｜12｜22｜Matthew 12:22-30』『mark｜3｜20｜Mark 3:20-27』
039038	48580	42	11	24	<pm>¶</pm>【An Unclean Spirit Returns】	『matthew｜12｜43｜Matthew 12:43-45』
039093	48648	42	11	27	【True Blessedness】	
039132	48695	42	11	29	【The Sign of Jonah】	『matthew｜12｜38｜Matthew 12:38-42』
039228	48808	42	11	33	【The Lamp of the Body】	『matthew｜6｜22｜Matthew 6:22-24』
039311	48907	42	11	37	【Woes to Religious Leaders】	『matthew｜23｜1｜Matthew 23:1-36』
039617	49285	42	12	1	<pm>¶</pm>【The Leaven of the Pharisees】	
039680	49360	42	12	4	【Fear God Alone】	『matthew｜10｜26｜Matthew 10:26-31』
039752	49448	42	12	8	<pm>¶</pm>【Confessing Christ】	『matthew｜10｜32｜Matthew 10:32-33』
039846	49562	42	12	13	【The Parable of the Rich Fool】	
039994	49746	42	12	22	【Do Not Worry】	『matthew｜6｜25｜Matthew 6:25-34』
040205	50010	42	12	35	【Be Ready for Service】	『genesis｜6｜1｜Genesis 6:1-7』『matthew｜24｜36｜Matthew 24:36-51』『mark｜13｜32｜Mark 13:32-37』
040475	50338	42	12	49	【Not Peace, But Division】	『matthew｜10｜34｜Matthew 10:34-36』
040555	50438	42	12	54	<pm>¶</pm>【Interpreting the Present Time】	『matthew｜16｜1｜Matthew 16:1-4』『mark｜8｜11｜Mark 8:11-13』
040603	50498	42	12	57	【Reconcile with an Adversary】	『matthew｜5｜21｜Matthew 5:21-26』
040661	50569	42	13	1	【A Call to Repentance】	『joel｜1｜13｜Joel 1:13-20』『amos｜5｜4｜Amos 5:4-15』『zephaniah｜2｜1｜Zephaniah 2:1-3』
040747	50676	42	13	6	【The Parable of the Barren Fig Tree】	『isaiah｜5｜1｜Isaiah 5:1-7』
040830	50775	42	13	10	【Jesus Heals a Woman on the Sabbath】	
040990	50968	42	13	18	【The Parable of the Mustard Seed】	『matthew｜13｜31｜Matthew 13:31-32』『mark｜4｜30｜Mark 4:30-34』
041030	51016	42	13	20	【The Parable of the Leaven】	『judges｜20｜18｜Judges 20:18-23』『2_samuel｜2｜12｜2 Samuel 2:12-32』『2_chronicles｜13｜4｜2 Chronicles 13:4-19』『matthew｜13｜33｜Matthew 13:33』
041054	51048	42	13	22	【The Narrow Door】	『matthew｜7｜13｜Matthew 7:13-14』
041215	51245	42	13	31	【Lament over Jerusalem】	『matthew｜23｜37｜Matthew 23:37-39』
041324	51374	42	14	1	【Jesus Heals a Man with Dropsy】	
041406	51480	42	14	7	【The Parable of the Guests】	
041560	51668	42	14	15	【The Parable of the Banquet】	『matthew｜22｜1｜Matthew 22:1-14』
041740	51888	42	14	25	【The Cost of Discipleship】	『matthew｜8｜18｜Matthew 8:18-22』『luke｜9｜57｜Luke 9:57-62』『john｜6｜60｜John 6:60-65』
041903	52087	42	14	34	【Good Salt】	
041932	52124	42	15	1	【The Parable of the Lost Sheep】	『matthew｜18｜10｜Matthew 18:10-14』
042049	52269	42	15	8	【The Parable of the Lost Coin】	
042102	52334	42	15	11	【The Parable of the Prodigal Son】	『deuteronomy｜21｜18｜Deuteronomy 21:18-21』
042493	52823	42	16	1	【The Parable of the Shrewd Manager】	
042755	53137	42	16	14	【The Law and the Prophets】	『matthew｜11｜7｜Matthew 11:7-19』『luke｜1｜5｜Luke 1:5-25』『luke｜7｜24｜Luke 7:24-35』
042844	53246	42	16	19	【The Rich Man and Lazarus】	『john｜5｜39｜John 5:39-47』
043088	53542	42	17	1	【Temptations and Trespasses】	『matthew｜18｜7｜Matthew 18:7-9』『mark｜9｜42｜Mark 9:42-50』
043159	53629	42	17	5	【The Power of Faith】	『matthew｜17｜14｜Matthew 17:14-21』『mark｜9｜14｜Mark 9:14-29』
043261	53755	42	17	11	【The Ten Lepers】	『2_kings｜5｜1｜2 Kings 5:1-14』
043378	53908	42	17	20	【The Coming of the Kingdom】	
043658	54272	42	18	1	【The Persistent Widow】	
043796	54442	42	18	9	【The Pharisee and Tax Collector】	
043913	54583	42	18	15	【Jesus Blesses the Children】	『matthew｜19｜13｜Matthew 19:13-15』『mark｜10｜13｜Mark 10:13-16』
043970	54652	42	18	18	【The Rich Young Ruler】	『matthew｜19｜16｜Matthew 19:16-30』『mark｜10｜17｜Mark 10:17-31』
044172	54907	42	18	31	【The Third Prediction of the Passion】	『matthew｜20｜17｜Matthew 20:17-19』『luke｜9｜43｜Luke 9:43-45』
044233	54984	42	18	35	【Jesus Heals a Blind Beggar】	『matthew｜20｜29｜Matthew 20:29-34』『mark｜10｜46｜Mark 10:46-52』
044341	55128	42	19	1	【Jesus and Zacchaeus】	『numbers｜5｜5｜Numbers 5:5-10』
044488	55315	42	19	11	【The Parable of the Ten Minas】	『matthew｜25｜14｜Matthew 25:14-30』
044767	55663	42	19	28	【The Triumphal Entry】	『zechariah｜9｜9｜Zechariah 9:9-13』『matthew｜21｜1｜Matthew 21:1-11』『mark｜11｜1｜Mark 11:1-11』『john｜12｜12｜John 12:12-19』
044960	55909	42	19	41	【Jesus Weeps over Jerusalem】	『isaiah｜29｜1｜Isaiah 29:1-16』
045033	55998	42	19	45	【Jesus Cleanses the Temple】	『matthew｜21｜12｜Matthew 21:12-17』『mark｜11｜15｜Mark 11:15-19』『john｜2｜12｜John 2:12-25』
045094	56075	42	20	1	【Jesus' Authority Challenged】	『matthew｜21｜23｜Matthew 21:23-27』『mark｜11｜27｜Mark 11:27-33』
045212	56225	42	20	9	【The Parable of the Wicked Tenants】	『matthew｜21｜33｜Matthew 21:33-46』『mark｜12｜1｜Mark 12:1-12』
045382	56435	42	20	19	【Paying Taxes to Caesar】	『matthew｜22｜15｜Matthew 22:15-22』『mark｜12｜13｜Mark 12:13-17』
045515	56600	42	20	27	【The Sadducees and the Resurrection】	『matthew｜22｜23｜Matthew 22:23-33』『mark｜12｜18｜Mark 12:18-27』
045700	56847	42	20	41	【Whose Son is the Christ?】	『matthew｜22｜41｜Matthew 22:41-46』『mark｜12｜35｜Mark 12:35-37』
045747	56910	42	20	45	【Beware of the Scribes】	『mark｜12｜38｜Mark 12:38-40』
045795	56970	42	21	1	【The Poor Widow's Offering】	『mark｜12｜41｜Mark 12:41-44』
045853	57044	42	21	5	【Temple Destruction Foretold】	『matthew｜24｜1｜Matthew 24:1-4』『mark｜13｜1｜Mark 13:1-9』
045940	57152	42	21	10	【Witnessing to All Nations】	『matthew｜24｜9｜Matthew 24:9-14』『mark｜13｜10｜Mark 13:10-13』
046067	57319	42	21	20	【The Destruction of Jerusalem】	『matthew｜24｜15｜Matthew 24:15-25』『mark｜13｜14｜Mark 13:14-23』
046160	57434	42	21	25	【The Return of the Son of Man】	『matthew｜24｜26｜Matthew 24:26-31』『mark｜13｜24｜Mark 13:24-27』
046227	57517	42	21	29	【The Lesson of the Fig Tree】	『matthew｜24｜32｜Matthew 24:32-35』『mark｜13｜28｜Mark 13:28-31』
046293	57603	42	21	34	【Be Watchful for the Day】	
046381	57712	42	22	1	【The Plot to Kill Jesus】	『matthew｜26｜1｜Matthew 26:1-5』『mark｜14｜1｜Mark 14:1-2』『john｜11｜45｜John 11:45-57』
046449	57804	42	22	7	【Preparing the Passover】	『psalms｜41｜1｜Psalm 41:1-13』『matthew｜26｜17｜Matthew 26:17-25』『mark｜14｜12｜Mark 14:12-21』『john｜13｜18｜John 13:18-30』
046545	57928	42	22	14	【The Last Supper】	『matthew｜26｜26｜Matthew 26:26-30』『mark｜14｜22｜Mark 14:22-26』『1_corinthians｜11｜17｜1 Corinthians 11:17-34』
046713	58137	42	22	24	【Who is the Greatest?】	
046823	58275	42	22	31	【Jesus Predicts Peter's Denial】	『matthew｜26｜31｜Matthew 26:31-35』『mark｜14｜27｜Mark 14:27-31』『john｜13｜36｜John 13:36-38』
046964	58449	42	22	39	【Jesus Prays on the Mount of Olives】	『matthew｜26｜36｜Matthew 26:36-46』『mark｜14｜32｜Mark 14:32-42』
047078	58596	42	22	47	【The Betrayal of Jesus】	『matthew｜26｜47｜Matthew 26:47-56』『mark｜14｜43｜Mark 14:43-52』『john｜18｜1｜John 18:1-14』
047202	58748	42	22	54	【Peter Denies Jesus】	『matthew｜26｜69｜Matthew 26:69-75』『mark｜14｜66｜Mark 14:66-72』『john｜18｜15｜John 18:15-18』
047344	58926	42	22	63	【The Soldiers Mock Jesus】	『isaiah｜50｜4｜Isaiah 50:4-11』『matthew｜27｜27｜Matthew 27:27-31』『mark｜15｜16｜Mark 15:16-20』『john｜19｜1｜John 19:1-15』
047371	58970	42	22	66	【Jesus Faces the Council】	
047465	59088	42	23	1	【Jesus Before Pilate】	『matthew｜27｜11｜Matthew 27:11-14』『john｜18｜28｜John 18:28-40』
047554	59197	42	23	6	【Jesus Before Herod】	
047675	59346	42	23	13	【The Crowd Chooses Barabbas】	『matthew｜27｜15｜Matthew 27:15-23』『mark｜15｜6｜Mark 15:6-11』
047838	59572	42	23	26	【The Crucifixion】	『psalms｜22｜1｜Psalm 22:1-36』『psalms｜69｜1｜Psalm 69:1-36』『matthew｜27｜32｜Matthew 27:32-44』『mark｜15｜21｜Mark 15:21-32』『john｜19｜16｜John 19:16-27』
048120	59932	42	23	44	【The Death of Jesus】	『psalms｜22｜1｜Psalm 22:1-31』『matthew｜27｜45｜Matthew 27:45-56』『mark｜15｜33｜Mark 15:33-41』『john｜19｜28｜John 19:28-30』
048215	60051	42	23	50	【The Burial of Jesus】	『isaiah｜53｜9｜Isaiah 53:9-12』『matthew｜27｜57｜Matthew 27:57-61』『mark｜15｜42｜Mark 15:42-47』『john｜19｜38｜John 19:38-42』
048315	60179	42	24	1	【The Resurrection】	『psalms｜16｜1｜Psalm 16:1-11』『psalms｜49｜1｜Psalm 49:1-20』『matthew｜28｜1｜Matthew 28:1-10』『mark｜16｜1｜Mark 16:1-8』『john｜20｜1｜John 20:1-9』
048491	60403	42	24	13	【The Road to Emmaus】	『mark｜16｜12｜Mark 16:12-13』
048704	60664	42	24	25	<pm>¶</pm>【Jesus Opens the Scriptures】	
048882	60886	42	24	36	【Jesus Appears to the Disciples】	『john｜20｜19｜John 20:19-23』『1_john｜1｜1｜1 John 1:1-4』
048983	61019	42	24	44	【Jesus Unveils the Scriptures】	
049084	61145	42	24	50	【The Ascension】	『mark｜16｜19｜Mark 16:19-20』『acts｜1｜6｜Acts 1:6-11』
049133	61210	43	1	1	<pm>¶</pm>【The Beginning】	『genesis｜1｜1｜Genesis 1:1-2』
