Book	Chapter	Verse	【Heading】
43	10	40	【John's Testimony Confirmed】
43	11	1	【The Death of Lazarus】
43	11	17	【Jesus Comforts Martha and Mary】
43	11	38	【Jesus Raises Lazarus】 (<a href='bible://acts.20.7'>Acts 20:7-12</a>)
43	11	45	【The Plot to Kill Jesus】 (<a href='bible://matthew.26.1'>Matthew 26:1-5</a>; <a href='bible://mark.14.1'>Mark 14:1-2</a>; <a href='bible://luke.22.1'>Luke 22:1-6</a>)
43	12	1	【Mary Anoints Jesus】 (<a href='bible://matthew.26.6'>Matthew 26:6-13</a>; <a href='bible://mark.14.3'>Mark 14:3-9</a>)
43	12	9	【The Plot to Kill Lazarus】
43	12	12	【The Triumphal Entry】 (<a href='bible://zechariah.9.9'>Zechariah 9:9-13</a>; <a href='bible://matthew.21.1'>Matthew 21:1-11</a>; <a href='bible://mark.11.1'>Mark 11:1-11</a>; <a href='bible://luke.19.28'>Luke 19:28-40</a>)
43	12	20	【Jesus Predicts His Death】
43	12	37	【Belief and Unbelief】
43	13	1	【Jesus Washes His Disciples' Feet】
43	13	18	【Jesus Predicts His Betrayal】 (<a href='bible://psalms.41.1'>Psalm 41:1-13</a>; <a href='bible://matthew.26.17'>Matthew 26:17-25</a>; <a href='bible://mark.14.12'>Mark 14:12-21</a>; <a href='bible://luke.22.7'>Luke 22:7-13</a>)
43	13	31	【Love One Another】 (<a href='bible://romans.12.9'>Romans 12:9-13</a>; <a href='bible://1_john.3.11'>1 John 3:11-24</a>)
43	13	36	【Jesus Predicts Peter's Denial】 (<a href='bible://matthew.26.31'>Matthew 26:31-35</a>; <a href='bible://mark.14.27'>Mark 14:27-31</a>; <a href='bible://luke.22.31'>Luke 22:31-38</a>)
43	14	1	【In My Father's House are Many Rooms】
43	14	5	【The Way, the Truth, and the Life】
43	14	15	【Jesus Promises the Holy Spirit】 (<a href='bible://joel.2.28'>Joel 2:28-32</a>; <a href='bible://john.16.5'>John 16:5-16</a>; <a href='bible://acts.2.1'>Acts 2:1-13</a>; <a href='bible://acts.10.44'>Acts 10:44-48</a>; <a href='bible://acts.19.1'>Acts 19:1-7</a>)
43	14	27	【Peace I Leave with You】 (<a href='bible://romans.5.1'>Romans 5:1-5</a>)
43	15	1	【Jesus the True Vine】
43	15	9	【No Greater Love】
43	15	18	【The Hatred of the World】
43	16	1	【Persecution Foretold】 (<a href='bible://acts.23.12'>Acts 23:12-22</a>)
43	16	5	<pm>¶</pm>【The Promise of the Holy Spirit】 (<a href='bible://joel.2.28'>Joel 2:28-32</a>; <a href='bible://john.14.15'>John 14:15-26</a>; <a href='bible://acts.2.1'>Acts 2:1-13</a>; <a href='bible://acts.10.44'>Acts 10:44-48</a>; <a href='bible://acts.19.1'>Acts 19:1-7</a>)
43	16	17	<pm>¶</pm>【Grief to Joy】
43	16	23	【Ask and You will Receive】
43	17	1	【Prayer for the Son】
43	17	6	【Prayer for the Disciples】
43	17	20	【Prayer for all Believers】
43	18	1	【The Betrayal of Jesus】 (<a href='bible://matthew.26.47'>Matthew 26:47-56</a>; <a href='bible://mark.14.43'>Mark 14:43-52</a>; <a href='bible://luke.22.47'>Luke 22:47-53</a>)
43	18	15	【Peter's First Denial】 (<a href='bible://matthew.26.69'>Matthew 26:69-71</a>; <a href='bible://mark.14.66'>Mark 14:66-67</a>; <a href='bible://luke.22.54'>Luke 22:54-57</a>)
43	18	19	【Jesus Before the High Priest】 (<a href='bible://isaiah.53.1'>Isaiah 53:1-8</a>; <a href='bible://matthew.26.57'>Matthew 26:57-68</a>; <a href='bible://mark.14.53'>Mark 14:53-65</a>; <a href='bible://1_peter.2.21'>1 Peter 2:21-25</a>)
43	18	25	【Peter's Second and Third Denials】 (<a href='bible://matthew.26.71'>Matthew 26:71-75</a>; <a href='bible://mark.14.68'>Mark 14:68-72</a>; <a href='bible://luke.22.58'>Luke 22:58-62</a>)
43	18	28	【Jesus Before Pilate】 (<a href='bible://matthew.27.11'>Matthew 27:11-14</a>; <a href='bible://luke.23.1'>Luke 23:1-6</a>)
43	19	1	【The Soldiers Mock Jesus】 (<a href='bible://isaiah.50.4'>Isaiah 50:4-11</a>; <a href='bible://matthew.27.27'>Matthew 27:27-31</a>; <a href='bible://mark.15.16'>Mark 15:16-20</a>; <a href='bible://luke.22.63'>Luke 22:63-65</a>)
43	19	16	<pm>¶</pm>【The Crucifixion】 (<a href='bible://psalms.22.1'>Psalm 22:1-36</a>; <a href='bible://psalms.69.1'>Psalm 69:1-36</a>; <a href='bible://matthew.27.32'>Matthew 27:32-44</a>; <a href='bible://mark.15.21'>Mark 15:21-32</a>; <a href='bible://luke.23.26'>Luke 23:26-43</a>)
43	19	28	【The Death of Jesus】 (<a href='bible://psalms.22.1'>Psalm 22:1-31</a>; <a href='bible://matthew.27.45'>Matthew 27:45-56</a>; <a href='bible://mark.15.33'>Mark 15:33-41</a>; <a href='bible://luke.23.44'>Luke 23:44-49</a>)
43	19	31	【Jesus' Side is Pierced】 (<a href='bible://zechariah.12.10'>Zechariah 12:10-14</a>)
43	19	38	【The Burial of Jesus】 (<a href='bible://isaiah.53.9'>Isaiah 53:9-12</a>; <a href='bible://matthew.27.57'>Matthew 27:57-61</a>; <a href='bible://mark.15.42'>Mark 15:42-47</a>; <a href='bible://luke.23.50'>Luke 23:50-56</a>)
43	20	1	【The Resurrection】 (<a href='bible://psalms.16.1'>Psalm 16:1-11</a>; <a href='bible://psalms.49.1'>Psalm 49:1-20</a>; <a href='bible://matthew.28.1'>Matthew 28:1-10</a>; <a href='bible://mark.16.1'>Mark 16:1-8</a>; <a href='bible://luke.24.1'>Luke 24:1-12</a>)
43	20	10	<pm>¶</pm>【Jesus Appears to Mary Magdalene】 (<a href='bible://mark.16.9'>Mark 16:9-11</a>)
43	20	19	【Jesus Appears to the Disciples】 (<a href='bible://luke.24.36'>Luke 24:36-43</a>; <a href='bible://1_john.1.1'>1 John 1:1-4</a>)
43	20	24	【Jesus Appears to Thomas】
43	20	30	【The Purpose of John's Book】
43	21	1	【Jesus Appears by the Sea of Tiberias】
43	21	15	【Jesus Reinstates Peter】
43	21	20	【Jesus and the Beloved Apostle】
44	1	1	【Prologue】 (<a href='bible://luke.1.1'>Luke 1:1-4</a>)
44	1	6	<pm>¶</pm>【The Ascension】 (<a href='bible://mark.16.19'>Mark 16:19-20</a>; <a href='bible://luke.24.50'>Luke 24:50-53</a>)
44	1	12	【Matthias Replaces Judas】
44	2	1	【The Holy Spirit at Pentecost】 (<a href='bible://joel.2.28'>Joel 2:28-32</a>; <a href='bible://john.14.15'>John 14:15-26</a>; <a href='bible://john.16.5'>John 16:5-16</a>; <a href='bible://acts.10.44'>Acts 10:44-48</a>; <a href='bible://acts.19.1'>Acts 19:1-7</a>)
44	2	14	【Peter Preaches to the Crowd】
44	2	37	【Three Thousand Believe】
44	2	42	【The Fellowship of Believers】 (<a href='bible://acts.4.32'>Acts 4:32-37</a>)
44	3	1	【A Lame Man Walks】
44	3	11	【Peter Speaks in Solomon's Colonnade】
44	4	1	【Peter and John Before the Council】
44	4	13	【The Name Forbidden】
44	4	23	【The Believers' Prayer】 (<a href='bible://psalms.2.1'>Psalm 2:1-12</a>)
44	4	32	<pm>¶</pm>【Sharing among Believers】 (<a href='bible://acts.2.42'>Acts 2:42-47</a>)
44	5	1	【Ananias and Sapphira】
44	5	12	【The Apostles Heal Many】
44	5	17	【The Apostles Arrested and Freed】
44	5	24	<pm>¶</pm>【The Apostles Before the Council】
44	5	33	【Gamaliel's Advice】
44	6	1	【The Choosing of the Seven】 (<a href='bible://1_timothy.3.8'>1 Timothy 3:8-13</a>)
44	6	8	【The Arrest of Stephen】
44	7	1	<pm>¶</pm>【Stephen's Address to the Sanhedrin】
44	7	54	【The Stoning of Stephen】
44	8	1	【Saul Persecutes the Church】
44	8	4	【Philip in Samaria】
44	8	9	【Simon the Sorcerer】 (<a href='bible://deuteronomy.18.9'>Deuteronomy 18:9-14</a>)
44	8	26	【Philip and the Ethiopian】
44	9	1	【The Road to Damascus】 (<a href='bible://acts.22.1'>Acts 22:1-21</a>; <a href='bible://acts.26.1'>Acts 26:1-23</a>)
44	9	10	【Ananias Baptizes Saul】
44	9	19	【Saul Preaches at Damascus】
44	9	23	【The Escape from Damascus】 (<a href='bible://1_samuel.19.11'>1 Samuel 19:11-24</a>)
44	9	26	【Saul in Jerusalem】
44	9	32	【The Healing of Aeneas】
44	9	36	【The Raising of Dorcas】
44	10	1	【Cornelius Sends for Peter】
44	10	9	<pm>¶</pm>【Peter's Vision】 (<a href='bible://leviticus.11.1'>Leviticus 11:1-47</a>; <a href='bible://deuteronomy.14.1'>Deuteronomy 14:1-21</a>)
44	10	17	<pm>¶</pm>【Peter Called to Caesarea】
44	10	24	<pm>¶</pm>【Peter Visits Cornelius】
44	10	34	【Good News for Gentiles】
44	10	44	【The Gentiles Receive the Holy Spirit】 (<a href='bible://joel.2.28'>Joel 2:28-32</a>; <a href='bible://john.14.15'>John 14:15-26</a>; <a href='bible://john.16.5'>John 16:5-16</a>; <a href='bible://acts.2.1'>Acts 2:1-13</a>; <a href='bible://acts.19.1'>Acts 19:1-7</a>)
44	11	1	【Peter's Report at Jerusalem】
44	11	19	【The Church at Antioch】
44	12	1	【James Killed, Peter Imprisoned】
44	12	5	<pm>¶</pm>【The Rescue of Peter】
44	12	20	【The Death of Herod】
44	13	1	【Paul's First Missionary Journey】 (<a href='bible://acts.15.36'>Acts 15:36-41</a>; <a href='bible://acts.18.23'>Acts 18:23-28</a>)
44	13	4	【On Cyprus】
44	13	13	【In Pisidian Antioch】
44	13	42	【The Gentiles Ask to Hear the Gospel】
44	14	1	【Paul and Barnabas at Iconium】
44	14	8	<pm>¶</pm>【The Visit to Lystra and Derbe】
44	14	21	<pm>¶</pm>【The Return to Syrian Antioch】
44	14	26	<pm>¶</pm>【The Report to the Church at Antioch】
44	15	1	【The Dispute over Circumcision】 (<a href='bible://genesis.17.9'>Genesis 17:9-27</a>; <a href='bible://leviticus.12.1'>Leviticus 12:1-8</a>; <a href='bible://joshua.5.1'>Joshua 5:1-9</a>)
44	15	5	<pm>¶</pm>【The Council at Jerusalem】
44	15	22	【The Letter to the Gentile Believers】
44	15	30	【The Believers at Antioch Rejoice】
44	15	36	【Paul's Second Missionary Journey】 (<a href='bible://acts.13.1'>Acts 13:1-3</a>; <a href='bible://acts.18.23'>Acts 18:23-28</a>)
44	16	1	<pm>¶</pm>【Timothy Joins Paul and Silas】
44	16	6	【Paul's Vision of the Macedonian】
44	16	11	【Lydia’s Conversion in Philippi】 (<a href='bible://revelation.2.18'>Revelation 2:18-29</a>)
44	16	16	【Paul and Silas Imprisoned】
44	16	25	<pm>¶</pm>【The Conversion of the Jailer】
44	16	35	<pm>¶</pm>【An Official Apology】
44	17	1	【Paul Preaches at Thessalonica】
44	17	5	<pm>¶</pm>【The Uproar in Thessalonica】
44	17	10	【The Character of the Bereans】
44	17	16	【Paul in Athens】
44	17	22	【Paul Before the Areopagus】
44	18	1	【Paul's Ministry in Corinth】
44	18	12	【Paul Before Gallio】
44	18	18	【Paul Returns to Antioch】
44	18	23	【Paul's Third Missionary Journey】 (<a href='bible://acts.13.1'>Acts 13:1-3</a>; <a href='bible://acts.15.36'>Acts 15:36-41</a>)
44	19	1	【The Holy Spirit Received at Ephesus】 (<a href='bible://joel.2.28'>Joel 2:28-32</a>; <a href='bible://john.14.15'>John 14:15-26</a>; <a href='bible://john.16.5'>John 16:5-16</a>; <a href='bible://acts.2.1'>Acts 2:1-13</a>; <a href='bible://acts.10.44'>Acts 10:44-48</a>)
44	19	8	【Paul Ministers in Ephesus】 (<a href='bible://revelation.2.1'>Revelation 2:1-7</a>)
44	19	13	【The Sons of Sceva】
44	19	21	【The Riot in Ephesus】
44	20	1	【Paul in Macedonia and Greece】
44	20	7	【Eutychus Revived at Troas】 (<a href='bible://john.11.38'>John 11:38-44</a>)
44	20	13	【From Troas to Miletus】
44	20	17	【Paul's Farewell to the Ephesians】
44	21	1	【Paul's Journey to Jerusalem】
44	21	8	<pm>¶</pm>【Paul Visits Philip the Evangelist】
44	21	17	<pm>¶</pm>【Paul's Arrival at Jerusalem】
44	21	27	【Paul Seized in the Temple】
44	21	37	【Paul Speaks to the People】
44	22	1	【Paul's Defense to the Crowd】 (<a href='bible://acts.9.1'>Acts 9:1-9</a>; <a href='bible://acts.26.1'>Acts 26:1-23</a>)
44	22	22	【Paul the Roman Citizen】
44	23	1	【Paul Before the Sanhedrin】
44	23	12	【The Plot to Kill Paul】 (<a href='bible://john.16.1'>John 16:1-4</a>)
44	23	23	【Paul Sent to Felix】
44	24	1	【Tertullus Prosecutes Paul】
44	24	10	【Paul's Defense to Felix】
44	24	22	【The Verdict Postponed】
44	25	1	【Paul's Trial Before Festus】
44	25	10	<pm>¶</pm>【The Appeal to Caesar】
44	25	13	【Festus Consults King Agrippa】
44	25	23	【Paul Before Agrippa and Bernice】
44	26	1	【Paul's Testimony to Agrippa】 (<a href='bible://acts.9.1'>Acts 9:1-9</a>; <a href='bible://acts.22.1'>Acts 22:1-21</a>)
44	26	24	【Festus Interrupts Paul's Defense】
44	27	1	【Paul Sails for Rome】
44	27	13	【The Storm at Sea】 (<a href='bible://jeremiah.6.10'>Jeremiah 6:10-21</a>; <a href='bible://jeremiah.25.15'>Jeremiah 25:15-33</a>; <a href='bible://jonah.1.4'>Jonah 1:4-10</a>; <a href='bible://romans.1.18'>Romans 1:18-32</a>)
44	27	27	【The Shipwreck】
44	28	1	【Ashore on Malta】
44	28	11	【Paul Arrives in Italy】
44	28	16	<pm>¶</pm>【Paul Preaches at Rome】
45	1	1	<pm>¶</pm>【Greeting the Saints in Rome】
45	1	8	【Paul's Desire to Visit Rome】 (<a href='bible://1_thessalonians.2.17'>1 Thessalonians 2:17-20</a>)
45	1	16	【Unashamed of the Gospel】
45	1	18	【God's Wrath against Sin】 (<a href='bible://jeremiah.6.10'>Jeremiah 6:10-21</a>; <a href='bible://jeremiah.25.15'>Jeremiah 25:15-33</a>; <a href='bible://jonah.1.4'>Jonah 1:4-10</a>; <a href='bible://acts.27.13'>Acts 27:13-26</a>)
45	2	1	【God's Righteous Judgment】 (<a href='bible://genesis.4.1'>Genesis 4:1-7</a>; <a href='bible://jude.1.3'>Jude 1:3-16</a>)
45	2	17	【The Jews and the Law】
45	3	1	【God Remains Faithful】 (<a href='bible://psalms.147.1'>Psalm 147:1-20</a>; <a href='bible://hebrews.10.1'>Hebrews 10:1-18</a>)
45	3	9	【There is No One Righteous】 (<a href='bible://psalms.14.1'>Psalm 14:1-7</a>)
45	3	21	【Righteousness through Faith】
45	4	1	【Abraham Justified by Faith】 (<a href='bible://genesis.15.1'>Genesis 15:1-7</a>; <a href='bible://galatians.3.1'>Galatians 3:1-9</a>; <a href='bible://hebrews.11.8'>Hebrews 11:8-19</a>; <a href='bible://james.2.14'>James 2:14-26</a>)
45	4	13	【Abraham Receives the Promise】 (<a href='bible://genesis.15.8'>Genesis 15:8-21</a>; <a href='bible://numbers.34.1'>Numbers 34:1-15</a>)
45	5	1	【The Triumph of Faith】 (<a href='bible://john.14.27'>John 14:27-31</a>)
45	5	6	<pm>¶</pm>【Christ's Sacrifice for the Ungodly】 (<a href='bible://genesis.22.1'>Genesis 22:1-10</a>; <a href='bible://john.3.16'>John 3:16-21</a>)
45	5	12	【Death in Adam, Life in Christ】 (<a href='bible://genesis.3.1'>Genesis 3:1-7</a>; <a href='bible://genesis.7.1'>Genesis 7:1-5</a>; <a href='bible://2_peter.3.1'>2 Peter 3:1-9</a>)
45	6	1	【Dead to Sin, Alive to God】 (<a href='bible://2_corinthians.4.7'>2 Corinthians 4:7-18</a>)
45	6	15	<pm>¶</pm>【The Wages of Sin】 (<a href='bible://1_peter.3.14'>1 Peter 3:14-22</a>)
45	7	1	【Release from the Law】 (<a href='bible://galatians.3.15'>Galatians 3:15-25</a>)
45	7	7	【God's Law is Holy】
45	7	13	<pm>¶</pm>【Struggling with Sin】
45	8	1	【Living in the Spirit】 (<a href='bible://galatians.5.16'>Galatians 5:16-26</a>)
45	8	12	【Heirs with Christ】 (<a href='bible://genesis.21.1'>Genesis 21:1-8</a>; <a href='bible://galatians.4.1'>Galatians 4:1-7</a>)
45	8	18	【Future Glory】 (<a href='bible://2_corinthians.5.1'>2 Corinthians 5:1-10</a>)
45	8	28	<pm>¶</pm>【God Works In All Things】 (<a href='bible://ephesians.1.3'>Ephesians 1:3-14</a>)
45	8	35	<pm>¶</pm>【More than Conquerors】 (<a href='bible://psalms.44.1'>Psalm 44:1-26</a>)
45	9	1	【Paul's Concern for the Jews】
45	9	6	【God's Sovereign Choice】 (<a href='bible://genesis.25.19'>Genesis 25:19-28</a>; <a href='bible://malachi.1.1'>Malachi 1:1-5</a>)
45	9	19	<pm>¶</pm>【The Calling of the Gentiles】
45	9	30	【Israel's Unbelief】
45	10	1	【The Word Brings Salvation】
45	11	1	【The Remnant of Israel】
45	11	11	【The Ingrafting of the Gentiles】
45	11	25	【All Israel Shall Be Saved】
45	11	33	<pm>¶</pm>【A Hymn of Praise】 (<a href='bible://romans.16.25'>Romans 16:25-27</a>; <a href='bible://jude.1.24'>Jude 1:24-25</a>)
45	12	1	【Living Sacrifices】 (<a href='bible://1_corinthians.3.16'>1 Corinthians 3:16-18</a>; <a href='bible://1_corinthians.6.18'>1 Corinthians 6:18-20</a>)
45	12	9	【Love, Zeal, Hope, Hospitality】 (<a href='bible://john.13.31'>John 13:31-35</a>; <a href='bible://1_john.3.11'>1 John 3:11-24</a>)
45	12	14	<pm>¶</pm>【Forgiveness】 (<a href='bible://matthew.18.21'>Matthew 18:21-35</a>)
45	13	1	【Submission to Authorities】 (<a href='bible://1_peter.2.13'>1 Peter 2:13-20</a>)
45	13	8	【Love Fulfills the Law】 (<a href='bible://leviticus.19.9'>Leviticus 19:9-18</a>)
45	13	11	<pm>¶</pm>【Put On Christ】
45	14	1	【The Law of Liberty】 (<a href='bible://matthew.7.1'>Matthew 7:1-6</a>; <a href='bible://luke.6.37'>Luke 6:37-42</a>)
45	14	13	【The Law of Love】 (<a href='bible://ezekiel.14.1'>Ezekiel 14:1-11</a>; <a href='bible://1_corinthians.8.1'>1 Corinthians 8:1-13</a>)
45	15	1	【Accept One Another】
45	15	7	【Christ the Servant of Jews and Gentiles】
45	15	14	【Paul the Minister to the Gentiles】
45	15	23	<pm>¶</pm>【Paul's Travel Plans】 (<a href='bible://1_corinthians.16.5'>1 Corinthians 16:5-9</a>)
45	16	1	【Personal Greetings and Love】
45	16	17	【Avoid Divisions】
45	16	21	【Greetings from Paul's Companions】
45	16	25	【Doxology】 (<a href='bible://romans.11.33'>Romans 11:33-36</a>; <a href='bible://jude.1.24'>Jude 1:24-25</a>)
46	1	1	<pm>¶</pm>【Greetings from Paul】 (<a href='bible://2_corinthians.1.1'>2 Corinthians 1:1-2</a>)
46	1	4	【Thanksgiving】 (<a href='bible://philippians.1.3'>Philippians 1:3-11</a>; <a href='bible://colossians.1.3'>Colossians 1:3-14</a>; <a href='bible://2_thessalonians.1.3'>2 Thessalonians 1:3-4</a>)
46	1	10	【Unity in the Church】 (<a href='bible://psalms.133.1'>Psalm 133:1-3</a>; <a href='bible://ephesians.4.1'>Ephesians 4:1-16</a>)
46	1	18	【The Message of the Cross】
46	1	26	【Wisdom from God】
46	2	1	【Paul's Message by the Spirit's Power】
46	2	6	【Spiritual Wisdom】
46	3	1	【God's Fellow Workers】
46	3	10	<pm>¶</pm>【Christ Our Foundation】 (<a href='bible://isaiah.28.14'>Isaiah 28:14-22</a>; <a href='bible://1_peter.2.4'>1 Peter 2:4-12</a>)
46	3	16	<pm>¶</pm>【You are God's Temple】 (<a href='bible://romans.12.1'>Romans 12:1-8</a>; <a href='bible://1_corinthians.6.18'>1 Corinthians 6:18-20</a>)
46	3	18	【Worldly Wisdom】
46	4	1	【Servants of Christ】
46	4	6	【Fools for Christ】
46	4	14	【Paul Warns his Children】
46	5	1	【Immorality Rebuked】 (<a href='bible://leviticus.20.10'>Leviticus 20:10-21</a>; <a href='bible://proverbs.5.1'>Proverbs 5:1-23</a>)
46	5	9	<pm>¶</pm>【Expel the Immoral Brother】
46	6	1	【Lawsuits among Believers】
46	6	9	<pm>¶</pm>【Members of Christ】
46	6	18	<pm>¶</pm>【The Temple of the Holy Spirit】 (<a href='bible://romans.12.1'>Romans 12:1-8</a>; <a href='bible://1_corinthians.3.16'>1 Corinthians 3:16-18</a>)
46	7	1	<pm>¶</pm>【Principles of Marriage】
46	7	17	【Live Your Calling】
46	7	25	【The Unmarried and Widowed】
46	8	1	【Food Sacrificed to Idols】 (<a href='bible://ezekiel.14.1'>Ezekiel 14:1-11</a>; <a href='bible://romans.14.13'>Romans 14:13-23</a>)
46	9	1	【The Rights of an Apostle】 (<a href='bible://deuteronomy.18.1'>Deuteronomy 18:1-8</a>)
46	9	19	【Paul the Servant to All】
46	9	24	【Run Your Race to Win】
46	10	1	【Warnings from Israel's Past】 (<a href='bible://numbers.16.41'>Numbers 16:41-50</a>; <a href='bible://numbers.25.1'>Numbers 25:1-5</a>)
46	10	14	【Flee from Idolatry】 (<a href='bible://exodus.20.22'>Exodus 20:22-23</a>; <a href='bible://leviticus.19.1'>Leviticus 19:1-8</a>)
46	10	23	【All to God's Glory】
46	11	1	<pm>¶</pm>【Roles in Worship】
