Gk Sort	book	b	c	v	Heading	Crossref
29834	Mark	41	9	14	The Boy with an Evil Spirit	『matthew｜17｜14｜Matthew 17:14-21』『luke｜9｜37｜Luke 9:37-42』
30168	Mark	41	9	30	The Second Prediction of the Passion	『matthew｜17｜22｜Matthew 17:22-23』『luke｜9｜43｜Luke 9:43-45』
30227	Mark	41	9	33	The Greatest in the Kingdom	『matthew｜18｜1｜Matthew 18:1-6』『luke｜9｜46｜Luke 9:46-50』
30332	Mark	41	9	38	Miracles in Jesus' Name	
30425	Mark	41	9	42	Temptations and Trespasses	『matthew｜18｜7｜Matthew 18:7-9』『luke｜17｜1｜Luke 17:1-4』
30642	Mark	41	10	1	Teachings about Divorce	『matthew｜19｜1｜Matthew 19:1-12』
30843	Mark	41	10	13	Jesus Blesses the Children	『matthew｜19｜13｜Matthew 19:13-15』『luke｜18｜15｜Luke 18:15-17』
30923	Mark	41	10	17	The Rich Young Man	『matthew｜19｜16｜Matthew 19:16-30』『luke｜18｜18｜Luke 18:18-30』
31268	Mark	41	10	32	The Third Prediction of the Passion	『matthew｜20｜17｜Matthew 20:17-19』『luke｜18｜31｜Luke 18:31-34』
31353	Mark	41	10	35	The Request of James and John	『matthew｜20｜20｜Matthew 20:20-28』
31588	Mark	41	10	46	Jesus Heals Bartimaeus	『matthew｜20｜29｜Matthew 20:29-34』『luke｜18｜35｜Luke 18:35-43』
31739	Mark	41	11	1	The Triumphal Entry	『zechariah｜9｜9｜Zechariah 9:9-13』『matthew｜21｜1｜Matthew 21:1-11』『luke｜19｜28｜Luke 19:28-40』『john｜12｜12｜John 12:12-19』
31969	Mark	41	11	12	Jesus Curses the Fig Tree	『matthew｜21｜18｜Matthew 21:18-22』『mark｜11｜20｜Mark 11:20-26』
32036	Mark	41	11	15	Jesus Cleanses the Temple	『matthew｜21｜12｜Matthew 21:12-17』『luke｜19｜45｜Luke 19:45-48』『john｜2｜12｜John 2:12-25』
32153	Mark	41	11	20	The Withered Fig Tree	『matthew｜21｜18｜Matthew 21:18-22』『mark｜11｜12｜Mark 11:12-14』
32299	Mark	41	11	27	Jesus' Authority Challenged	『matthew｜21｜23｜Matthew 21:23-27』『luke｜20｜1｜Luke 20:1-8』
32454	Mark	41	12	1	The Parable of the Wicked Tenants	『matthew｜21｜33｜Matthew 21:33-46』『luke｜20｜9｜Luke 20:9-18』
32684	Mark	41	12	13	Paying Taxes to Caesar	『matthew｜22｜15｜Matthew 22:15-22』『luke｜20｜19｜Luke 20:19-26』
32810	Mark	41	12	18	The Sadducees and the Resurrection	『matthew｜22｜23｜Matthew 22:23-33』『luke｜20｜27｜Luke 20:27-40』
33021	Mark	41	12	28	The Greatest Commandment	『deuteronomy｜6｜1｜Deuteronomy 6:1-19』『matthew｜22｜34｜Matthew 22:34-40』
33202	Mark	41	12	35	Whose Son is the Christ?	『matthew｜22｜41｜Matthew 22:41-46』『luke｜20｜41｜Luke 20:41-44』
33277	Mark	41	12	38	Warning against the Scribes	『luke｜20｜45｜Luke 20:45-47』
33333	Mark	41	12	41	The Widow's Offering	『luke｜21｜1｜Luke 21:1-4』
33424	Mark	41	13	1	Temple Destruction Foretold	『matthew｜24｜1｜Matthew 24:1-4』『luke｜21｜5｜Luke 21:5-9』
33589	Mark	41	13	9	Witnessing to All Nations	『matthew｜24｜9｜Matthew 24:9-14』『luke｜21｜10｜Luke 21:10-19』
33706	Mark	41	13	14	The Abomination of Desolation	『matthew｜24｜15｜Matthew 24:15-25』『luke｜21｜20｜Luke 21:20-24』
33905	Mark	41	13	24	The Return of the Son of Man	『matthew｜24｜26｜Matthew 24:26-31』『luke｜21｜25｜Luke 21:25-28』
33992	Mark	41	13	28	The Lesson of the Fig Tree	『matthew｜24｜32｜Matthew 24:32-35』『luke｜21｜29｜Luke 21:29-33』
34073	Mark	41	13	32	Readiness at Any Hour	『genesis｜6｜1｜Genesis 6:1-7』『matthew｜24｜36｜Matthew 24:36-51』『luke｜12｜35｜Luke 12:35-48』
34184	Mark	41	14	1	The Plot to Kill Jesus	『matthew｜26｜1｜Matthew 26:1-5』『luke｜22｜1｜Luke 22:1-6』『john｜11｜45｜John 11:45-57』
34227	Mark	41	14	3	Jesus Anointed at Bethany	『matthew｜26｜6｜Matthew 26:6-13』『john｜12｜1｜John 12:1-8』
34380	Mark	41	14	10	Judas Agrees to Betray Jesus	『zechariah｜11｜10｜Zechariah 11:10-17』『matthew｜26｜14｜Matthew 26:14-16』『matthew｜27｜3｜Matthew 27:3-10』
34418	Mark	41	14	12	Preparing the Passover	『psalms｜41｜1｜Psalm 41:1-13』『matthew｜26｜17｜Matthew 26:17-25』『luke｜22｜7｜Luke 22:7-13』『john｜13｜18｜John 13:18-30』
34641	Mark	41	14	22	The Last Supper	『matthew｜26｜26｜Matthew 26:26-30』『luke｜22｜14｜Luke 22:14-23』『1_corinthians｜11｜17｜1 Corinthians 11:17-34』
34738	Mark	41	14	27	Jesus Predicts Peter's Denial	『matthew｜26｜31｜Matthew 26:31-35』『luke｜22｜31｜Luke 22:31-38』『john｜13｜36｜John 13:36-38』
34843	Mark	41	14	32	Jesus Prays at Gethsemane	『matthew｜26｜36｜Matthew 26:36-46』『luke｜22｜39｜Luke 22:39-46』
35068	Mark	41	14	43	The Betrayal of Jesus	『matthew｜26｜47｜Matthew 26:47-56』『luke｜22｜47｜Luke 22:47-53』『john｜18｜1｜John 18:1-14』
35249	Mark	41	14	53	Jesus Faces the Sanhedrin	『isaiah｜53｜1｜Isaiah 53:1-8』『matthew｜26｜57｜Matthew 26:57-68』『john｜18｜19｜John 18:19-24』『1_peter｜2｜21｜1 Peter 2:21-25』
35523	Mark	41	14	66	Peter Denies Jesus	『matthew｜26｜69｜Matthew 26:69-75』『luke｜22｜54｜Luke 22:54-62』『john｜18｜15｜John 18:15-18』
35684	Mark	41	15	1	Jesus Delivered to Pilate	『matthew｜27｜1｜Matthew 27:1-2』
35775	Mark	41	15	6	The Crowd Chooses Barabbas	『matthew｜27｜15｜Matthew 27:15-23』『luke｜23｜13｜Luke 23:13-25』
35866	Mark	41	15	12	Pilate Delivers up Jesus	『matthew｜27｜24｜Matthew 27:24-26』
35940	Mark	41	15	16	The Soldiers Mock Jesus	『isaiah｜50｜4｜Isaiah 50:4-11』『matthew｜27｜27｜Matthew 27:27-31』『luke｜22｜63｜Luke 22:63-65』『john｜19｜1｜John 19:1-15』
36030	Mark	41	15	21	The Crucifixion	『psalms｜22｜1｜Psalm 22:1-36』『psalms｜69｜1｜Psalm 69:1-36』『matthew｜27｜32｜Matthew 27:32-44』『luke｜23｜26｜Luke 23:26-43』『john｜19｜16｜John 19:16-27』
36241	Mark	41	15	33	The Death of Jesus	『psalms｜22｜1｜Psalm 22:1-31』『matthew｜27｜45｜Matthew 27:45-56』『luke｜23｜44｜Luke 23:44-49』『john｜19｜28｜John 19:28-30』
36426	Mark	41	15	42	The Burial of Jesus	『isaiah｜53｜9｜Isaiah 53:9-12』『matthew｜27｜57｜Matthew 27:57-61』『luke｜23｜50｜Luke 23:50-56』『john｜19｜38｜John 19:38-42』
36551	Mark	41	16	1	The Resurrection	『psalms｜16｜1｜Psalm 16:1-11』『psalms｜49｜1｜Psalm 49:1-20』『matthew｜28｜1｜Matthew 28:1-10』『luke｜24｜1｜Luke 24:1-12』『john｜20｜1｜John 20:1-9』
36720	Mark	41	16	9	Jesus Appears to Mary Magdalene	『john｜20｜10｜John 20:10-18』
36766	Mark	41	16	12	Jesus Appears to Two Disciples	『luke｜24｜13｜Luke 24:13-24』
36796	Mark	41	16	14	The Great Commission	『matthew｜28｜16｜Matthew 28:16-20』
36898	Mark	41	16	19	The Ascension	『luke｜24｜50｜Luke 24:50-53』『acts｜1｜6｜Acts 1:6-11』
36975	Luke	42	1	1	Dedication to Theophilus	『acts｜1｜1｜Acts 1:1-3』
37033	Luke	42	1	5	Gabriel Foretells John's Birth	『matthew｜11｜7｜Matthew 11:7-19』『luke｜7｜24｜Luke 7:24-35』『luke｜16｜14｜Luke 16:14-17』
37494	Luke	42	1	26	Gabriel Foretells Jesus' Birth	
37759	Luke	42	1	39	Mary Visits Elizabeth	
37900	Luke	42	1	46	Mary's Song	『1_samuel｜2｜1｜1 Samuel 2:1-11』
38063	Luke	42	1	57	The Birth of John the Baptist	
38262	Luke	42	1	67	Zechariah's Song	
38485	Luke	42	2	1	The Birth of Jesus	『isaiah｜7｜10｜Isaiah 7:10-16』『micah｜5｜1｜Micah 5:1-6』『matthew｜1｜18｜Matthew 1:18-25』
38617	Luke	42	2	8	The Shepherds and the Angels	
38876	Luke	42	2	21	Jesus Presented at the Temple	
38968	Luke	42	2	25	The Prophecy of Simeon	
39188	Luke	42	2	36	The Prophecy of Anna	
39259	Luke	42	2	39	The Return to Nazareth	『isaiah｜61｜1｜Isaiah 61:1-11』『matthew｜2｜19｜Matthew 2:19-23』『matthew｜13｜53｜Matthew 13:53-58』『mark｜6｜1｜Mark 6:1-6』『luke｜4｜16｜Luke 4:16-30』
39298	Luke	42	2	41	The Boy Jesus at the Temple	
39543	Luke	42	3	1	The Mission of John the Baptist	『isaiah｜40｜1｜Isaiah 40:1-5』『matthew｜3｜1｜Matthew 3:1-12』『mark｜1｜1｜Mark 1:1-8』『john｜1｜19｜John 1:19-28』
40004	Luke	42	3	21	The Baptism of Jesus	『matthew｜3｜13｜Matthew 3:13-17』『mark｜1｜9｜Mark 1:9-11』『john｜1｜29｜John 1:29-34』
40055	Luke	42	3	23	The Genealogy of Jesus	『ruth｜4｜18｜Ruth 4:18-22』『matthew｜1｜1｜Matthew 1:1-17』
40284	Luke	42	4	1	The Temptation of Jesus	『matthew｜4｜1｜Matthew 4:1-11』『mark｜1｜12｜Mark 1:12-13』
40550	Luke	42	4	14	Jesus Begins His Ministry	『isaiah｜9｜1｜Isaiah 9:1-7』『matthew｜4｜12｜Matthew 4:12-17』『mark｜1｜14｜Mark 1:14-15』
40589	Luke	42	4	16	The Rejection at Nazareth	『isaiah｜61｜1｜Isaiah 61:1-11』『matthew｜2｜19｜Matthew 2:19-23』『matthew｜13｜53｜Matthew 13:53-58』『mark｜6｜1｜Mark 6:1-6』『luke｜2｜39｜Luke 2:39-40』
40925	Luke	42	4	31	Jesus Expels an Unclean Spirit	『mark｜1｜21｜Mark 1:21-28』
41072	Luke	42	4	38	Jesus Heals at Peter's House	『matthew｜8｜14｜Matthew 8:14-17』『mark｜1｜29｜Mark 1:29-34』
41178	Luke	42	4	42	Jesus Preaches in Judea	『mark｜1｜35｜Mark 1:35-39』
41244	Luke	42	5	1	The First Disciples	『matthew｜4｜18｜Matthew 4:18-22』『matthew｜13｜47｜Matthew 13:47-52』『mark｜1｜16｜Mark 1:16-20』『john｜1｜35｜John 1:35-42』
41495	Luke	42	5	12	The Leper's Prayer	『leviticus｜14｜1｜Leviticus 14:1-32』『matthew｜8｜1｜Matthew 8:1-4』『mark｜1｜40｜Mark 1:40-45』
41613	Luke	42	5	17	Jesus Heals a Paralytic	『matthew｜9｜1｜Matthew 9:1-8』『mark｜2｜1｜Mark 2:1-12』
41866	Luke	42	5	27	The Calling of Levi	『matthew｜9｜9｜Matthew 9:9-13』『mark｜2｜13｜Mark 2:13-17』
41984	Luke	42	5	33	Questions about Fasting	『matthew｜9｜14｜Matthew 9:14-15』『mark｜2｜18｜Mark 2:18-20』
42057	Luke	42	5	36	The Patches and the Wineskins	『matthew｜9｜16｜Matthew 9:16-17』『mark｜2｜21｜Mark 2:21-22』
42152	Luke	42	6	1	The Lord of the Sabbath	『1_samuel｜21｜1｜1 Samuel 21:1-9』『matthew｜12｜1｜Matthew 12:1-8』『mark｜2｜23｜Mark 2:23-28』
42264	Luke	42	6	6	Jesus Heals on the Sabbath	『matthew｜12｜9｜Matthew 12:9-14』『mark｜3｜1｜Mark 3:1-6』
42403	Luke	42	6	12	The Twelve Apostles	『matthew｜10｜1｜Matthew 10:1-4』『mark｜3｜13｜Mark 3:13-19』
42499	Luke	42	6	17	Jesus Ministers to a Great Crowd	『matthew｜4｜23｜Matthew 4:23-25』
42573	Luke	42	6	20	The Beatitudes	『psalms｜1｜1｜Psalm 1:1-6』『matthew｜5｜3｜Matthew 5:3-12』
42673	Luke	42	6	24	Woes	『amos｜6｜1｜Amos 6:1-7』
42728	Luke	42	6	27	Love Your Enemies	『leviticus｜24｜17｜Leviticus 24:17-23』『matthew｜5｜38｜Matthew 5:38-48』
42929	Luke	42	6	37	Do Not Judge	『matthew｜7｜1｜Matthew 7:1-6』『romans｜14｜1｜Romans 14:1-12』
43088	Luke	42	6	43	A Tree and its Fruit	『matthew｜7｜15｜Matthew 7:15-23』『matthew｜12｜33｜Matthew 12:33-37』
43164	Luke	42	6	46	The House on the Rock	『matthew｜7｜24｜Matthew 7:24-27』
43274	Luke	42	7	1	The Faith of the Centurion	『matthew｜8｜5｜Matthew 8:5-13』『john｜4｜43｜John 4:43-54』
43500	Luke	42	7	11	Jesus Raises a Widow's Son	
43654	Luke	42	7	18	John's Inquiry	『matthew｜11｜1｜Matthew 11:1-6』
43781	Luke	42	7	24	Jesus Testifies about John	『matthew｜11｜7｜Matthew 11:7-19』『luke｜1｜5｜Luke 1:5-25』『luke｜16｜14｜Luke 16:14-17』
44031	Luke	42	7	36	A Sinful Woman Anoints Jesus	
44365	Luke	42	8	1	Women Minister to Jesus	
44439	Luke	42	8	4	The Parable of the Sower	『matthew｜13｜1｜Matthew 13:1-9』『mark｜4｜1｜Mark 4:1-9』
44722	Luke	42	8	16	The Lesson of the Lamp	『mark｜4｜21｜Mark 4:21-25』
44795	Luke	42	8	19	Jesus' Mother and Brothers	『matthew｜12｜46｜Matthew 12:46-50』『mark｜3｜31｜Mark 3:31-35』
44861	Luke	42	8	22	Jesus Calms the Storm	『matthew｜8｜23｜Matthew 8:23-27』『mark｜4｜35｜Mark 4:35-41』
44971	Luke	42	8	26	The Demons and the Pigs	『matthew｜8｜28｜Matthew 8:28-34』『mark｜5｜1｜Mark 5:1-20』
45320	Luke	42	8	40	The Healing Touch of Jesus	『matthew｜9｜18｜Matthew 9:18-26』『mark｜5｜21｜Mark 5:21-43』
45681	Luke	42	9	1	The Ministry of the Twelve	『matthew｜10｜5｜Matthew 10:5-15』『mark｜6｜7｜Mark 6:7-13』
45798	Luke	42	9	7	Herod Desires to See Jesus	『matthew｜14｜1｜Matthew 14:1-12』『mark｜6｜14｜Mark 6:14-29』
45863	Luke	42	9	10	The Feeding of the Five Thousand	『matthew｜14｜13｜Matthew 14:13-21』『mark｜6｜30｜Mark 6:30-44』『john｜6｜1｜John 6:1-15』
46059	Luke	42	9	18	Peter's Confession of Christ	『matthew｜16｜13｜Matthew 16:13-20』『mark｜8｜27｜Mark 8:27-30』『john｜6｜66｜John 6:66-71』
46129	Luke	42	9	21	Christ's Passion Foretold	『matthew｜16｜21｜Matthew 16:21-23』『mark｜8｜31｜Mark 8:31-33』
46170	Luke	42	9	23	Take Up Your Cross	『matthew｜10｜37｜Matthew 10:37-39』『matthew｜16｜24｜Matthew 16:24-28』『mark｜8｜34｜Mark 8:34-38』
46296	Luke	42	9	28	The Transfiguration	『matthew｜17｜1｜Matthew 17:1-13』『mark｜9｜1｜Mark 9:1-13』『2_peter｜1｜16｜2 Peter 1:16-21』
46510	Luke	42	9	37	The Boy with an Evil Spirit	『matthew｜17｜14｜Matthew 17:14-21』『mark｜9｜14｜Mark 9:14-29』『luke｜17｜5｜Luke 17:5-10』
46650	Luke	42	9	43	The Second Prediction of the Passion	『luke｜18｜31｜Luke 18:31-34』『mark｜9｜30｜Mark 9:30-32』
46724	Luke	42	9	46	The Greatest in the Kingdom	『matthew｜18｜1｜Matthew 18:1-6』『mark｜9｜33｜Mark 9:33-37』
46843	Luke	42	9	51	The Samaritans Reject Jesus	
46961	Luke	42	9	57	The Cost of Discipleship	『matthew｜8｜18｜Matthew 8:18-22』『luke｜14｜25｜Luke 14:25-33』『john｜6｜60｜John 6:60-65』
47102	Luke	42	10	1	Jesus Sends Out the Disciples	
47363	Luke	42	10	13	Woe to the Unrepentant	『matthew｜11｜20｜Matthew 11:20-24』
47447	Luke	42	10	17	The Joyful Return	
47537	Luke	42	10	21	Jesus' Prayer of Thanksgiving	『matthew｜11｜25｜Matthew 11:25-30』
47666	Luke	42	10	25	The Parable of the Good Samaritan	
47948	Luke	42	10	38	Martha and Mary	
48063	Luke	42	11	1	The Lord's Prayer	『matthew｜6｜5｜Matthew 6:5-15』
48175	Luke	42	11	5	Ask, Seek, Knock	『matthew｜7｜7｜Matthew 7:7-12』
48372	Luke	42	11	14	A House Divided	『matthew｜12｜22｜Matthew 12:22-30』『mark｜3｜20｜Mark 3:20-27』
48580	Luke	42	11	24	An Unclean Spirit Returns	『matthew｜12｜43｜Matthew 12:43-45』
48648	Luke	42	11	27	True Blessedness	
48695	Luke	42	11	29	The Sign of Jonah	『matthew｜12｜38｜Matthew 12:38-42』
48808	Luke	42	11	33	The Lamp of the Body	『matthew｜6｜22｜Matthew 6:22-24』
48907	Luke	42	11	37	Woes to Religious Leaders	『matthew｜23｜1｜Matthew 23:1-36』
49285	Luke	42	12	1	The Leaven of the Pharisees	
49360	Luke	42	12	4	Fear God Alone	『matthew｜10｜26｜Matthew 10:26-31』
49448	Luke	42	12	8	Confessing Christ	『matthew｜10｜32｜Matthew 10:32-33』
49562	Luke	42	12	13	The Parable of the Rich Fool	
49746	Luke	42	12	22	Do Not Worry	『matthew｜6｜25｜Matthew 6:25-34』
50010	Luke	42	12	35	Be Ready for Service	『genesis｜6｜1｜Genesis 6:1-7』『matthew｜24｜36｜Matthew 24:36-51』『mark｜13｜32｜Mark 13:32-37』
50338	Luke	42	12	49	Not Peace, But Division	『matthew｜10｜34｜Matthew 10:34-36』
50438	Luke	42	12	54	Interpreting the Present Time	『matthew｜16｜1｜Matthew 16:1-4』『mark｜8｜11｜Mark 8:11-13』
50498	Luke	42	12	57	Reconcile with an Adversary	『matthew｜5｜21｜Matthew 5:21-26』
50569	Luke	42	13	1	A Call to Repentance	『joel｜1｜13｜Joel 1:13-20』『amos｜5｜4｜Amos 5:4-15』『zephaniah｜2｜1｜Zephaniah 2:1-3』
50676	Luke	42	13	6	The Parable of the Barren Fig Tree	『isaiah｜5｜1｜Isaiah 5:1-7』
50775	Luke	42	13	10	Jesus Heals a Woman on the Sabbath	
50968	Luke	42	13	18	The Parable of the Mustard Seed	『matthew｜13｜31｜Matthew 13:31-32』『mark｜4｜30｜Mark 4:30-34』
51016	Luke	42	13	20	The Parable of the Leaven	『judges｜20｜18｜Judges 20:18-23』『2_samuel｜2｜12｜2 Samuel 2:12-32』『2_chronicles｜13｜4｜2 Chronicles 13:4-19』『matthew｜13｜33｜Matthew 13:33』
51048	Luke	42	13	22	The Narrow Door	『matthew｜7｜13｜Matthew 7:13-14』
51245	Luke	42	13	31	Lament over Jerusalem	『matthew｜23｜37｜Matthew 23:37-39』
51374	Luke	42	14	1	Jesus Heals a Man with Dropsy	
51480	Luke	42	14	7	The Parable of the Guests	
51668	Luke	42	14	15	The Parable of the Banquet	『matthew｜22｜1｜Matthew 22:1-14』
51888	Luke	42	14	25	The Cost of Discipleship	『matthew｜8｜18｜Matthew 8:18-22』『luke｜9｜57｜Luke 9:57-62』『john｜6｜60｜John 6:60-65』
52087	Luke	42	14	34	Good Salt	
52124	Luke	42	15	1	The Parable of the Lost Sheep	『matthew｜18｜10｜Matthew 18:10-14』
52269	Luke	42	15	8	The Parable of the Lost Coin	
52334	Luke	42	15	11	The Parable of the Prodigal Son	『deuteronomy｜21｜18｜Deuteronomy 21:18-21』
52823	Luke	42	16	1	The Parable of the Shrewd Manager	
53137	Luke	42	16	14	The Law and the Prophets	『matthew｜11｜7｜Matthew 11:7-19』『luke｜1｜5｜Luke 1:5-25』『luke｜7｜24｜Luke 7:24-35』
53246	Luke	42	16	19	The Rich Man and Lazarus	『john｜5｜39｜John 5:39-47』
53542	Luke	42	17	1	Temptations and Trespasses	『matthew｜18｜7｜Matthew 18:7-9』『mark｜9｜42｜Mark 9:42-50』
53629	Luke	42	17	5	The Power of Faith	『matthew｜17｜14｜Matthew 17:14-21』『mark｜9｜14｜Mark 9:14-29』
53755	Luke	42	17	11	The Ten Lepers	『2_kings｜5｜1｜2 Kings 5:1-14』
53908	Luke	42	17	20	The Coming of the Kingdom	
54272	Luke	42	18	1	The Persistent Widow	
54442	Luke	42	18	9	The Pharisee and Tax Collector	
54583	Luke	42	18	15	Jesus Blesses the Children	『matthew｜19｜13｜Matthew 19:13-15』『mark｜10｜13｜Mark 10:13-16』
54652	Luke	42	18	18	The Rich Young Ruler	『matthew｜19｜16｜Matthew 19:16-30』『mark｜10｜17｜Mark 10:17-31』
54907	Luke	42	18	31	The Third Prediction of the Passion	『matthew｜20｜17｜Matthew 20:17-19』『luke｜9｜43｜Luke 9:43-45』
54984	Luke	42	18	35	Jesus Heals a Blind Beggar	『matthew｜20｜29｜Matthew 20:29-34』『mark｜10｜46｜Mark 10:46-52』
55128	Luke	42	19	1	Jesus and Zacchaeus	『numbers｜5｜5｜Numbers 5:5-10』
55315	Luke	42	19	11	The Parable of the Ten Minas	『matthew｜25｜14｜Matthew 25:14-30』
55663	Luke	42	19	28	The Triumphal Entry	『zechariah｜9｜9｜Zechariah 9:9-13』『matthew｜21｜1｜Matthew 21:1-11』『mark｜11｜1｜Mark 11:1-11』『john｜12｜12｜John 12:12-19』
55909	Luke	42	19	41	Jesus Weeps over Jerusalem	『isaiah｜29｜1｜Isaiah 29:1-16』
55998	Luke	42	19	45	Jesus Cleanses the Temple	『matthew｜21｜12｜Matthew 21:12-17』『mark｜11｜15｜Mark 11:15-19』『john｜2｜12｜John 2:12-25』
56075	Luke	42	20	1	Jesus' Authority Challenged	『matthew｜21｜23｜Matthew 21:23-27』『mark｜11｜27｜Mark 11:27-33』
56225	Luke	42	20	9	The Parable of the Wicked Tenants	『matthew｜21｜33｜Matthew 21:33-46』『mark｜12｜1｜Mark 12:1-12』
56435	Luke	42	20	19	Paying Taxes to Caesar	『matthew｜22｜15｜Matthew 22:15-22』『mark｜12｜13｜Mark 12:13-17』
56600	Luke	42	20	27	The Sadducees and the Resurrection	『matthew｜22｜23｜Matthew 22:23-33』『mark｜12｜18｜Mark 12:18-27』
56847	Luke	42	20	41	Whose Son is the Christ?	『matthew｜22｜41｜Matthew 22:41-46』『mark｜12｜35｜Mark 12:35-37』
56910	Luke	42	20	45	Beware of the Scribes	『mark｜12｜38｜Mark 12:38-40』
56970	Luke	42	21	1	The Poor Widow's Offering	『mark｜12｜41｜Mark 12:41-44』
57044	Luke	42	21	5	Temple Destruction Foretold	『matthew｜24｜1｜Matthew 24:1-4』『mark｜13｜1｜Mark 13:1-9』
57152	Luke	42	21	10	Witnessing to All Nations	『matthew｜24｜9｜Matthew 24:9-14』『mark｜13｜10｜Mark 13:10-13』
57319	Luke	42	21	20	The Destruction of Jerusalem	『matthew｜24｜15｜Matthew 24:15-25』『mark｜13｜14｜Mark 13:14-23』
57434	Luke	42	21	25	The Return of the Son of Man	『matthew｜24｜26｜Matthew 24:26-31』『mark｜13｜24｜Mark 13:24-27』
57517	Luke	42	21	29	The Lesson of the Fig Tree	『matthew｜24｜32｜Matthew 24:32-35』『mark｜13｜28｜Mark 13:28-31』
57603	Luke	42	21	34	Be Watchful for the Day	
57712	Luke	42	22	1	The Plot to Kill Jesus	『matthew｜26｜1｜Matthew 26:1-5』『mark｜14｜1｜Mark 14:1-2』『john｜11｜45｜John 11:45-57』
57804	Luke	42	22	7	Preparing the Passover	『psalms｜41｜1｜Psalm 41:1-13』『matthew｜26｜17｜Matthew 26:17-25』『mark｜14｜12｜Mark 14:12-21』『john｜13｜18｜John 13:18-30』
57928	Luke	42	22	14	The Last Supper	『matthew｜26｜26｜Matthew 26:26-30』『mark｜14｜22｜Mark 14:22-26』『1_corinthians｜11｜17｜1 Corinthians 11:17-34』
58137	Luke	42	22	24	Who is the Greatest?	
58275	Luke	42	22	31	Jesus Predicts Peter's Denial	『matthew｜26｜31｜Matthew 26:31-35』『mark｜14｜27｜Mark 14:27-31』『john｜13｜36｜John 13:36-38』
58449	Luke	42	22	39	Jesus Prays on the Mount of Olives	『matthew｜26｜36｜Matthew 26:36-46』『mark｜14｜32｜Mark 14:32-42』
58596	Luke	42	22	47	The Betrayal of Jesus	『matthew｜26｜47｜Matthew 26:47-56』『mark｜14｜43｜Mark 14:43-52』『john｜18｜1｜John 18:1-14』
58748	Luke	42	22	54	Peter Denies Jesus	『matthew｜26｜69｜Matthew 26:69-75』『mark｜14｜66｜Mark 14:66-72』『john｜18｜15｜John 18:15-18』
58926	Luke	42	22	63	The Soldiers Mock Jesus	『isaiah｜50｜4｜Isaiah 50:4-11』『matthew｜27｜27｜Matthew 27:27-31』『mark｜15｜16｜Mark 15:16-20』『john｜19｜1｜John 19:1-15』
58970	Luke	42	22	66	Jesus Faces the Council	
59088	Luke	42	23	1	Jesus Before Pilate	『matthew｜27｜11｜Matthew 27:11-14』『john｜18｜28｜John 18:28-40』
59197	Luke	42	23	6	Jesus Before Herod	
59346	Luke	42	23	13	The Crowd Chooses Barabbas	『matthew｜27｜15｜Matthew 27:15-23』『mark｜15｜6｜Mark 15:6-11』
59572	Luke	42	23	26	The Crucifixion	『psalms｜22｜1｜Psalm 22:1-36』『psalms｜69｜1｜Psalm 69:1-36』『matthew｜27｜32｜Matthew 27:32-44』『mark｜15｜21｜Mark 15:21-32』『john｜19｜16｜John 19:16-27』
59932	Luke	42	23	44	The Death of Jesus	『psalms｜22｜1｜Psalm 22:1-31』『matthew｜27｜45｜Matthew 27:45-56』『mark｜15｜33｜Mark 15:33-41』『john｜19｜28｜John 19:28-30』
